Simulation,Trial
1.0,3.0
2.0,2.0
3.0,4.0
4.0,2.0
5.0,4.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,4.0
10.0,3.0
11.0,2.0
12.0,4.0
13.0,1.0
14.0,3.0
15.0,2.0
16.0,2.0
17.0,2.0
18.0,2.0
19.0,1.0
20.0,1.0
22.0,2.0
23.0,2.0
24.0,3.0
26.0,4.0
27.0,4.0
28.0,1.0
29.0,3.0
30.0,2.0
31.0,1.0
32.0,3.0
33.0,3.0
35.0,4.0
36.0,4.0
37.0,2.0
38.0,1.0
39.0,1.0
40.0,1.0
41.0,3.0
42.0,1.0
43.0,2.0
44.0,2.0
45.0,4.0
46.0,3.0
47.0,4.0
48.0,1.0
49.0,1.0
50.0,1.0
51.0,2.0
52.0,2.0
53.0,1.0
54.0,3.0
56.0,2.0
57.0,1.0
59.0,2.0
60.0,2.0
61.0,2.0
62.0,3.0
63.0,4.0
65.0,3.0
66.0,2.0
67.0,2.0
69.0,1.0
70.0,3.0
71.0,3.0
72.0,1.0
73.0,2.0
75.0,2.0
77.0,1.0
78.0,4.0
79.0,1.0
80.0,2.0
81.0,2.0
82.0,2.0
83.0,2.0
84.0,1.0
85.0,3.0
86.0,2.0
87.0,1.0
88.0,2.0
89.0,1.0
90.0,2.0
91.0,1.0
92.0,3.0
94.0,3.0
95.0,2.0
96.0,2.0
97.0,3.0
98.0,2.0
99.0,3.0
100.0,1.0
