Simulation,Trial
1.0,4.0
2.0,4.0
4.0,4.0
5.0,4.0
6.0,4.0
10.0,2.0
11.0,2.0
12.0,4.0
13.0,2.0
14.0,4.0
16.0,2.0
17.0,3.0
18.0,4.0
19.0,2.0
20.0,3.0
21.0,2.0
22.0,4.0
23.0,4.0
25.0,3.0
27.0,3.0
28.0,3.0
30.0,4.0
31.0,4.0
33.0,3.0
34.0,3.0
36.0,2.0
37.0,4.0
38.0,2.0
40.0,3.0
43.0,4.0
44.0,3.0
45.0,2.0
46.0,4.0
47.0,3.0
49.0,4.0
50.0,4.0
51.0,3.0
52.0,3.0
54.0,3.0
55.0,4.0
57.0,3.0
58.0,2.0
59.0,2.0
60.0,3.0
62.0,4.0
63.0,4.0
64.0,3.0
66.0,2.0
68.0,3.0
70.0,4.0
72.0,2.0
73.0,4.0
74.0,3.0
75.0,2.0
76.0,4.0
78.0,4.0
79.0,3.0
80.0,3.0
81.0,3.0
84.0,3.0
86.0,4.0
88.0,4.0
89.0,3.0
90.0,4.0
93.0,2.0
94.0,4.0
95.0,4.0
96.0,2.0
97.0,3.0
98.0,4.0
99.0,2.0
100.0,2.0
