Simulation,Trial
1.0,4.0
2.0,2.0
3.0,4.0
5.0,4.0
6.0,3.0
8.0,4.0
9.0,4.0
10.0,3.0
11.0,3.0
12.0,3.0
13.0,4.0
14.0,4.0
15.0,2.0
16.0,4.0
18.0,3.0
19.0,4.0
21.0,4.0
22.0,3.0
23.0,3.0
25.0,2.0
26.0,3.0
27.0,4.0
28.0,4.0
30.0,2.0
31.0,2.0
32.0,2.0
34.0,4.0
36.0,4.0
37.0,4.0
38.0,4.0
39.0,4.0
40.0,3.0
43.0,4.0
44.0,3.0
45.0,3.0
49.0,4.0
50.0,4.0
51.0,2.0
52.0,4.0
53.0,4.0
55.0,4.0
56.0,4.0
57.0,2.0
59.0,4.0
60.0,4.0
62.0,4.0
63.0,4.0
64.0,2.0
65.0,3.0
66.0,3.0
68.0,4.0
69.0,4.0
71.0,2.0
76.0,3.0
77.0,3.0
78.0,4.0
79.0,3.0
82.0,3.0
84.0,4.0
86.0,4.0
87.0,4.0
88.0,3.0
90.0,4.0
91.0,3.0
92.0,4.0
93.0,4.0
94.0,4.0
95.0,4.0
97.0,4.0
99.0,4.0
100.0,4.0
