Simulation,Trial
1.0,4.0
4.0,4.0
5.0,3.0
6.0,4.0
7.0,4.0
9.0,3.0
10.0,4.0
11.0,3.0
12.0,2.0
13.0,2.0
18.0,4.0
20.0,4.0
23.0,4.0
24.0,2.0
25.0,2.0
26.0,2.0
27.0,4.0
29.0,4.0
30.0,3.0
32.0,3.0
36.0,2.0
37.0,2.0
39.0,4.0
40.0,3.0
44.0,3.0
46.0,4.0
47.0,4.0
48.0,2.0
52.0,4.0
53.0,3.0
56.0,4.0
57.0,4.0
58.0,4.0
59.0,4.0
60.0,4.0
62.0,4.0
67.0,3.0
68.0,4.0
69.0,4.0
71.0,4.0
73.0,2.0
74.0,3.0
75.0,4.0
78.0,3.0
79.0,4.0
80.0,3.0
81.0,3.0
83.0,4.0
85.0,4.0
86.0,2.0
87.0,3.0
89.0,3.0
90.0,3.0
92.0,4.0
93.0,4.0
95.0,4.0
96.0,4.0
97.0,3.0
99.0,3.0
100.0,4.0
