Simulation,Trial
2.0,3.0
4.0,3.0
7.0,4.0
8.0,5.0
9.0,6.0
10.0,4.0
11.0,4.0
12.0,3.0
16.0,4.0
17.0,3.0
20.0,3.0
21.0,3.0
22.0,4.0
23.0,3.0
24.0,5.0
26.0,4.0
27.0,3.0
30.0,3.0
33.0,5.0
34.0,4.0
35.0,3.0
36.0,3.0
38.0,4.0
40.0,3.0
42.0,5.0
45.0,6.0
47.0,4.0
49.0,5.0
50.0,6.0
51.0,3.0
52.0,3.0
53.0,5.0
55.0,3.0
56.0,4.0
57.0,3.0
59.0,5.0
61.0,3.0
62.0,3.0
67.0,4.0
68.0,3.0
69.0,3.0
71.0,3.0
74.0,3.0
77.0,3.0
78.0,3.0
84.0,3.0
85.0,3.0
89.0,4.0
91.0,8.0
92.0,5.0
93.0,6.0
94.0,4.0
95.0,3.0
96.0,6.0
97.0,3.0
98.0,3.0
99.0,3.0
