Simulation,Trial
1.0,5.0
2.0,4.0
3.0,4.0
4.0,4.0
5.0,6.0
8.0,3.0
11.0,7.0
12.0,4.0
13.0,4.0
16.0,5.0
18.0,5.0
20.0,4.0
22.0,3.0
24.0,5.0
27.0,5.0
28.0,3.0
29.0,5.0
32.0,3.0
33.0,3.0
34.0,4.0
35.0,3.0
36.0,6.0
39.0,3.0
40.0,4.0
41.0,3.0
42.0,4.0
43.0,5.0
44.0,3.0
49.0,4.0
50.0,3.0
51.0,5.0
54.0,7.0
55.0,3.0
56.0,7.0
58.0,5.0
60.0,3.0
62.0,8.0
63.0,3.0
64.0,5.0
66.0,4.0
67.0,4.0
68.0,6.0
69.0,7.0
70.0,3.0
72.0,6.0
73.0,5.0
74.0,3.0
77.0,5.0
78.0,3.0
80.0,5.0
82.0,5.0
83.0,3.0
85.0,3.0
86.0,3.0
87.0,5.0
88.0,3.0
89.0,5.0
91.0,5.0
92.0,4.0
93.0,3.0
94.0,4.0
95.0,6.0
96.0,5.0
98.0,4.0
99.0,3.0
100.0,4.0
