Simulation,Trial
1.0,5.0
3.0,3.0
4.0,3.0
5.0,3.0
7.0,4.0
8.0,4.0
9.0,3.0
11.0,4.0
12.0,3.0
15.0,3.0
16.0,3.0
17.0,3.0
18.0,4.0
21.0,3.0
22.0,3.0
24.0,5.0
25.0,5.0
28.0,5.0
29.0,5.0
30.0,4.0
31.0,3.0
32.0,3.0
34.0,4.0
36.0,3.0
38.0,4.0
39.0,3.0
40.0,4.0
42.0,4.0
43.0,3.0
44.0,4.0
45.0,6.0
46.0,4.0
47.0,5.0
49.0,6.0
50.0,5.0
52.0,3.0
53.0,3.0
54.0,3.0
57.0,6.0
58.0,3.0
59.0,8.0
60.0,3.0
62.0,4.0
67.0,3.0
68.0,4.0
71.0,8.0
73.0,7.0
74.0,3.0
75.0,3.0
76.0,3.0
77.0,4.0
78.0,4.0
80.0,4.0
83.0,8.0
85.0,6.0
86.0,5.0
88.0,4.0
90.0,7.0
93.0,5.0
95.0,3.0
