Simulation,Trial
2.0,2.0
3.0,4.0
4.0,4.0
5.0,3.0
8.0,2.0
9.0,4.0
10.0,2.0
11.0,2.0
13.0,3.0
14.0,4.0
15.0,4.0
16.0,4.0
17.0,4.0
18.0,2.0
19.0,4.0
21.0,4.0
22.0,4.0
23.0,3.0
26.0,4.0
28.0,4.0
30.0,3.0
32.0,2.0
35.0,4.0
36.0,4.0
37.0,4.0
39.0,3.0
40.0,4.0
41.0,4.0
43.0,4.0
45.0,3.0
46.0,3.0
47.0,2.0
49.0,4.0
51.0,2.0
52.0,4.0
53.0,3.0
54.0,4.0
55.0,4.0
56.0,2.0
57.0,4.0
58.0,2.0
60.0,2.0
62.0,3.0
64.0,3.0
66.0,4.0
67.0,4.0
68.0,4.0
69.0,4.0
71.0,3.0
72.0,2.0
74.0,3.0
76.0,2.0
77.0,3.0
78.0,4.0
80.0,2.0
81.0,4.0
82.0,2.0
83.0,3.0
84.0,2.0
86.0,4.0
87.0,4.0
88.0,4.0
89.0,3.0
90.0,3.0
91.0,4.0
92.0,2.0
93.0,3.0
94.0,4.0
95.0,3.0
97.0,3.0
98.0,3.0
99.0,3.0
