Simulation,Trial
2.0,2.0
3.0,2.0
4.0,4.0
6.0,2.0
7.0,3.0
9.0,4.0
10.0,4.0
12.0,3.0
14.0,2.0
16.0,2.0
17.0,4.0
18.0,3.0
20.0,2.0
24.0,3.0
25.0,4.0
26.0,3.0
29.0,2.0
30.0,4.0
31.0,4.0
32.0,2.0
34.0,3.0
35.0,2.0
37.0,3.0
38.0,2.0
42.0,2.0
43.0,4.0
44.0,2.0
45.0,4.0
46.0,3.0
47.0,4.0
49.0,4.0
50.0,2.0
51.0,4.0
52.0,2.0
53.0,2.0
55.0,4.0
57.0,4.0
58.0,4.0
59.0,4.0
60.0,3.0
61.0,4.0
67.0,2.0
68.0,3.0
70.0,4.0
72.0,4.0
75.0,2.0
76.0,4.0
77.0,4.0
78.0,4.0
79.0,2.0
80.0,2.0
82.0,2.0
83.0,4.0
85.0,3.0
86.0,4.0
87.0,2.0
88.0,3.0
89.0,3.0
91.0,3.0
93.0,4.0
94.0,4.0
95.0,4.0
96.0,2.0
97.0,4.0
98.0,2.0
99.0,3.0
100.0,2.0
