Simulation,Trial
3.0,3.0
4.0,2.0
5.0,4.0
7.0,4.0
9.0,4.0
10.0,4.0
11.0,4.0
13.0,2.0
16.0,2.0
18.0,2.0
20.0,4.0
23.0,4.0
24.0,4.0
26.0,2.0
27.0,4.0
28.0,3.0
29.0,4.0
31.0,4.0
32.0,4.0
33.0,3.0
34.0,4.0
36.0,4.0
41.0,3.0
42.0,4.0
44.0,4.0
45.0,4.0
48.0,4.0
49.0,2.0
51.0,2.0
52.0,3.0
57.0,2.0
59.0,2.0
61.0,4.0
62.0,3.0
64.0,4.0
65.0,2.0
67.0,4.0
68.0,2.0
69.0,4.0
70.0,4.0
73.0,4.0
77.0,3.0
78.0,3.0
79.0,2.0
80.0,2.0
81.0,2.0
82.0,3.0
83.0,2.0
85.0,4.0
86.0,2.0
88.0,4.0
89.0,4.0
90.0,2.0
92.0,2.0
93.0,4.0
94.0,4.0
95.0,4.0
97.0,4.0
98.0,2.0
99.0,4.0
