Simulation,Trial
1.0,2.0
3.0,2.0
5.0,4.0
6.0,4.0
7.0,2.0
9.0,2.0
11.0,2.0
14.0,2.0
16.0,4.0
17.0,4.0
18.0,2.0
19.0,3.0
20.0,2.0
22.0,3.0
24.0,4.0
25.0,3.0
26.0,3.0
27.0,2.0
28.0,3.0
30.0,3.0
31.0,4.0
32.0,2.0
33.0,3.0
35.0,2.0
36.0,3.0
37.0,4.0
41.0,4.0
42.0,4.0
44.0,2.0
45.0,2.0
46.0,4.0
49.0,4.0
50.0,4.0
52.0,4.0
54.0,2.0
56.0,2.0
59.0,2.0
61.0,2.0
62.0,4.0
63.0,2.0
64.0,4.0
65.0,3.0
66.0,2.0
67.0,4.0
68.0,4.0
69.0,2.0
70.0,3.0
71.0,4.0
73.0,2.0
74.0,4.0
75.0,4.0
77.0,2.0
79.0,2.0
80.0,2.0
81.0,4.0
82.0,2.0
83.0,4.0
85.0,2.0
86.0,4.0
87.0,3.0
88.0,4.0
89.0,4.0
91.0,4.0
92.0,2.0
96.0,2.0
97.0,4.0
98.0,4.0
99.0,4.0
100.0,2.0
