Simulation,Trial
1.0,3.0
2.0,7.0
3.0,6.0
4.0,3.0
5.0,4.0
6.0,3.0
7.0,3.0
9.0,3.0
10.0,4.0
13.0,4.0
14.0,3.0
15.0,4.0
16.0,6.0
17.0,4.0
18.0,5.0
19.0,3.0
21.0,8.0
22.0,6.0
23.0,3.0
24.0,7.0
28.0,3.0
29.0,3.0
30.0,4.0
32.0,4.0
33.0,5.0
34.0,4.0
35.0,4.0
36.0,4.0
39.0,3.0
40.0,5.0
41.0,3.0
43.0,4.0
45.0,4.0
46.0,3.0
47.0,4.0
48.0,3.0
49.0,4.0
51.0,3.0
52.0,4.0
53.0,3.0
55.0,6.0
59.0,5.0
60.0,3.0
62.0,4.0
63.0,4.0
64.0,8.0
67.0,5.0
68.0,4.0
69.0,3.0
70.0,4.0
71.0,5.0
72.0,4.0
73.0,4.0
78.0,4.0
80.0,3.0
81.0,5.0
82.0,4.0
83.0,3.0
84.0,3.0
87.0,4.0
89.0,4.0
91.0,6.0
92.0,5.0
94.0,6.0
96.0,3.0
97.0,5.0
98.0,5.0
99.0,4.0
