Simulation,Trial
1.0,4.0
2.0,4.0
3.0,3.0
4.0,4.0
5.0,4.0
6.0,2.0
10.0,4.0
12.0,3.0
13.0,2.0
14.0,4.0
17.0,4.0
18.0,2.0
19.0,4.0
21.0,4.0
22.0,2.0
23.0,2.0
25.0,3.0
27.0,4.0
30.0,4.0
31.0,4.0
32.0,3.0
33.0,4.0
34.0,3.0
35.0,2.0
36.0,3.0
38.0,2.0
39.0,2.0
41.0,3.0
44.0,4.0
45.0,2.0
46.0,2.0
48.0,3.0
51.0,2.0
52.0,2.0
53.0,3.0
55.0,4.0
57.0,4.0
60.0,4.0
62.0,2.0
63.0,4.0
64.0,4.0
65.0,2.0
67.0,4.0
68.0,4.0
69.0,4.0
70.0,4.0
71.0,3.0
72.0,4.0
73.0,4.0
75.0,4.0
76.0,4.0
78.0,3.0
79.0,4.0
81.0,2.0
82.0,2.0
83.0,4.0
86.0,2.0
87.0,2.0
88.0,4.0
89.0,4.0
91.0,4.0
93.0,2.0
94.0,4.0
95.0,4.0
98.0,2.0
99.0,2.0
100.0,3.0
