Simulation,Trial
1.0,4.0
2.0,4.0
3.0,4.0
4.0,3.0
9.0,4.0
10.0,3.0
11.0,2.0
13.0,4.0
14.0,3.0
15.0,4.0
16.0,4.0
18.0,3.0
19.0,4.0
22.0,2.0
26.0,2.0
27.0,4.0
29.0,2.0
31.0,2.0
33.0,4.0
34.0,4.0
35.0,2.0
36.0,4.0
39.0,4.0
40.0,3.0
41.0,4.0
42.0,4.0
43.0,4.0
44.0,4.0
45.0,4.0
46.0,2.0
47.0,3.0
48.0,3.0
49.0,3.0
50.0,4.0
51.0,4.0
53.0,3.0
55.0,4.0
56.0,4.0
57.0,4.0
58.0,4.0
60.0,3.0
61.0,4.0
62.0,3.0
64.0,4.0
65.0,4.0
66.0,3.0
69.0,4.0
72.0,4.0
73.0,2.0
74.0,2.0
77.0,3.0
78.0,4.0
79.0,3.0
80.0,2.0
82.0,4.0
83.0,2.0
84.0,2.0
86.0,4.0
87.0,4.0
88.0,4.0
91.0,4.0
92.0,2.0
93.0,4.0
94.0,3.0
95.0,3.0
97.0,3.0
99.0,3.0
100.0,4.0
