Simulation,Trial
1.0,4.0
3.0,4.0
4.0,4.0
5.0,3.0
8.0,4.0
9.0,4.0
10.0,4.0
11.0,4.0
12.0,4.0
13.0,4.0
15.0,3.0
17.0,3.0
21.0,2.0
22.0,2.0
23.0,3.0
24.0,3.0
25.0,4.0
26.0,3.0
27.0,2.0
28.0,4.0
29.0,4.0
30.0,2.0
31.0,2.0
32.0,2.0
33.0,3.0
34.0,3.0
35.0,2.0
36.0,3.0
38.0,4.0
40.0,2.0
41.0,2.0
42.0,4.0
47.0,2.0
48.0,4.0
49.0,2.0
50.0,2.0
52.0,4.0
53.0,4.0
56.0,2.0
57.0,4.0
59.0,4.0
61.0,4.0
62.0,4.0
63.0,4.0
64.0,3.0
65.0,3.0
66.0,4.0
68.0,4.0
69.0,2.0
70.0,4.0
71.0,4.0
72.0,4.0
73.0,4.0
74.0,4.0
75.0,2.0
76.0,4.0
77.0,4.0
78.0,2.0
79.0,3.0
80.0,2.0
83.0,2.0
84.0,4.0
86.0,3.0
87.0,2.0
88.0,3.0
89.0,2.0
94.0,4.0
95.0,4.0
96.0,4.0
97.0,2.0
99.0,4.0
100.0,3.0
