Simulation,Trial
1.0,2.0
2.0,3.0
4.0,3.0
6.0,3.0
7.0,3.0
9.0,4.0
11.0,2.0
12.0,3.0
13.0,3.0
14.0,3.0
15.0,2.0
17.0,2.0
19.0,3.0
20.0,2.0
22.0,2.0
23.0,3.0
24.0,4.0
26.0,2.0
27.0,3.0
28.0,3.0
29.0,4.0
30.0,3.0
31.0,4.0
32.0,4.0
33.0,3.0
34.0,3.0
35.0,2.0
36.0,3.0
37.0,3.0
38.0,4.0
39.0,3.0
40.0,2.0
41.0,4.0
42.0,3.0
44.0,4.0
45.0,3.0
46.0,4.0
47.0,3.0
48.0,3.0
50.0,2.0
51.0,3.0
52.0,4.0
53.0,3.0
54.0,4.0
55.0,3.0
56.0,3.0
57.0,2.0
58.0,2.0
59.0,3.0
61.0,4.0
62.0,3.0
63.0,3.0
64.0,2.0
66.0,2.0
67.0,3.0
68.0,3.0
69.0,2.0
70.0,4.0
71.0,3.0
72.0,3.0
73.0,4.0
75.0,4.0
77.0,4.0
78.0,4.0
79.0,3.0
80.0,3.0
82.0,4.0
83.0,2.0
84.0,3.0
85.0,3.0
86.0,3.0
87.0,2.0
88.0,2.0
89.0,2.0
90.0,2.0
91.0,3.0
92.0,4.0
93.0,3.0
94.0,3.0
95.0,3.0
96.0,3.0
97.0,2.0
100.0,2.0
