Simulation,Trial
1.0,3.0
2.0,3.0
4.0,3.0
7.0,4.0
8.0,3.0
9.0,6.0
11.0,8.0
12.0,4.0
13.0,4.0
18.0,3.0
19.0,4.0
21.0,5.0
23.0,4.0
24.0,4.0
25.0,6.0
27.0,4.0
28.0,4.0
30.0,5.0
32.0,5.0
34.0,4.0
35.0,3.0
36.0,3.0
37.0,4.0
39.0,3.0
41.0,5.0
45.0,4.0
48.0,5.0
49.0,4.0
50.0,4.0
54.0,3.0
55.0,4.0
59.0,4.0
60.0,5.0
61.0,8.0
62.0,4.0
63.0,5.0
64.0,4.0
65.0,3.0
66.0,3.0
67.0,3.0
68.0,4.0
72.0,4.0
73.0,4.0
75.0,4.0
78.0,3.0
79.0,4.0
80.0,4.0
86.0,4.0
88.0,3.0
89.0,4.0
90.0,3.0
91.0,5.0
92.0,4.0
93.0,3.0
96.0,4.0
97.0,3.0
98.0,3.0
