Simulation,Trial
1.0,4.0
2.0,2.0
4.0,4.0
5.0,4.0
7.0,4.0
9.0,3.0
10.0,2.0
12.0,4.0
13.0,2.0
14.0,2.0
17.0,4.0
18.0,2.0
19.0,4.0
20.0,3.0
21.0,3.0
24.0,4.0
25.0,4.0
26.0,4.0
29.0,3.0
30.0,2.0
33.0,2.0
36.0,3.0
37.0,4.0
40.0,4.0
41.0,3.0
42.0,3.0
45.0,4.0
46.0,2.0
47.0,4.0
48.0,4.0
50.0,4.0
51.0,3.0
52.0,3.0
53.0,4.0
54.0,4.0
57.0,3.0
58.0,3.0
59.0,4.0
60.0,3.0
61.0,3.0
62.0,2.0
63.0,2.0
64.0,4.0
66.0,4.0
67.0,3.0
68.0,3.0
70.0,2.0
71.0,4.0
72.0,4.0
73.0,3.0
74.0,4.0
75.0,3.0
76.0,3.0
77.0,4.0
78.0,3.0
79.0,4.0
81.0,4.0
82.0,4.0
83.0,4.0
86.0,4.0
87.0,4.0
89.0,3.0
90.0,4.0
93.0,2.0
94.0,4.0
96.0,2.0
97.0,4.0
98.0,4.0
99.0,2.0
100.0,2.0
