Simulation,Trial
1.0,4.0
2.0,3.0
3.0,4.0
4.0,2.0
5.0,4.0
6.0,4.0
7.0,3.0
9.0,3.0
10.0,4.0
12.0,4.0
13.0,4.0
14.0,4.0
15.0,3.0
18.0,4.0
21.0,3.0
22.0,4.0
26.0,2.0
27.0,2.0
28.0,4.0
29.0,4.0
30.0,4.0
31.0,3.0
32.0,2.0
33.0,3.0
34.0,4.0
35.0,2.0
36.0,3.0
37.0,4.0
40.0,2.0
44.0,3.0
45.0,2.0
46.0,4.0
48.0,4.0
50.0,4.0
51.0,3.0
52.0,4.0
53.0,4.0
54.0,2.0
55.0,4.0
61.0,4.0
62.0,2.0
64.0,4.0
65.0,4.0
66.0,4.0
68.0,3.0
70.0,4.0
71.0,3.0
72.0,4.0
73.0,3.0
74.0,4.0
75.0,4.0
76.0,4.0
77.0,4.0
81.0,3.0
83.0,3.0
84.0,2.0
86.0,4.0
87.0,3.0
91.0,2.0
92.0,3.0
93.0,4.0
94.0,4.0
96.0,2.0
98.0,4.0
99.0,3.0
100.0,3.0
