Simulation,Trial
3.0,3.0
7.0,4.0
8.0,4.0
10.0,4.0
11.0,4.0
12.0,4.0
13.0,3.0
14.0,3.0
15.0,4.0
16.0,4.0
18.0,4.0
19.0,4.0
21.0,4.0
23.0,2.0
24.0,2.0
25.0,4.0
27.0,2.0
28.0,2.0
30.0,4.0
32.0,3.0
33.0,4.0
34.0,4.0
36.0,3.0
37.0,4.0
38.0,4.0
41.0,4.0
42.0,3.0
43.0,3.0
44.0,3.0
45.0,2.0
46.0,4.0
48.0,3.0
49.0,3.0
53.0,2.0
54.0,3.0
55.0,3.0
59.0,4.0
60.0,2.0
61.0,4.0
62.0,2.0
64.0,4.0
65.0,4.0
67.0,4.0
69.0,4.0
70.0,4.0
71.0,4.0
72.0,2.0
73.0,3.0
75.0,4.0
76.0,3.0
77.0,2.0
79.0,2.0
80.0,2.0
82.0,3.0
83.0,3.0
84.0,4.0
85.0,4.0
89.0,4.0
93.0,4.0
94.0,4.0
95.0,4.0
97.0,3.0
98.0,4.0
99.0,2.0
100.0,4.0
