Simulation,Trial
2.0,2.0
3.0,2.0
4.0,3.0
7.0,3.0
9.0,3.0
11.0,3.0
14.0,3.0
15.0,3.0
16.0,2.0
17.0,3.0
18.0,2.0
19.0,4.0
20.0,3.0
21.0,2.0
22.0,2.0
23.0,2.0
24.0,3.0
25.0,2.0
26.0,2.0
27.0,3.0
29.0,3.0
30.0,2.0
31.0,2.0
32.0,2.0
33.0,3.0
34.0,2.0
35.0,4.0
36.0,4.0
37.0,4.0
38.0,2.0
39.0,4.0
40.0,4.0
42.0,4.0
43.0,2.0
44.0,2.0
45.0,2.0
46.0,2.0
47.0,4.0
48.0,3.0
50.0,3.0
51.0,2.0
52.0,3.0
55.0,2.0
56.0,3.0
57.0,3.0
58.0,3.0
59.0,3.0
60.0,4.0
61.0,4.0
62.0,2.0
63.0,2.0
64.0,4.0
65.0,3.0
66.0,3.0
68.0,2.0
69.0,4.0
70.0,2.0
71.0,3.0
72.0,4.0
73.0,3.0
74.0,3.0
76.0,4.0
77.0,3.0
78.0,3.0
79.0,3.0
80.0,4.0
81.0,4.0
82.0,3.0
83.0,4.0
85.0,3.0
86.0,3.0
87.0,3.0
88.0,2.0
89.0,3.0
90.0,3.0
91.0,3.0
93.0,4.0
94.0,3.0
97.0,4.0
98.0,3.0
99.0,3.0
