Simulation,Trial
1.0,4.0
2.0,2.0
3.0,2.0
4.0,4.0
5.0,2.0
6.0,3.0
7.0,2.0
8.0,4.0
9.0,2.0
10.0,3.0
11.0,2.0
12.0,4.0
13.0,2.0
14.0,4.0
17.0,3.0
18.0,4.0
19.0,3.0
20.0,4.0
21.0,3.0
23.0,2.0
26.0,2.0
27.0,4.0
29.0,3.0
30.0,3.0
31.0,4.0
32.0,4.0
33.0,2.0
35.0,2.0
36.0,2.0
37.0,4.0
39.0,3.0
40.0,2.0
41.0,4.0
42.0,3.0
43.0,2.0
44.0,3.0
46.0,4.0
48.0,2.0
49.0,3.0
50.0,2.0
51.0,2.0
52.0,2.0
54.0,4.0
56.0,4.0
57.0,4.0
58.0,4.0
59.0,4.0
60.0,3.0
61.0,3.0
62.0,3.0
63.0,2.0
64.0,2.0
65.0,2.0
66.0,2.0
67.0,3.0
68.0,2.0
70.0,2.0
71.0,3.0
72.0,2.0
74.0,2.0
75.0,4.0
76.0,3.0
78.0,2.0
79.0,2.0
80.0,4.0
81.0,3.0
82.0,3.0
83.0,4.0
84.0,3.0
85.0,3.0
87.0,2.0
88.0,3.0
90.0,3.0
91.0,4.0
92.0,4.0
94.0,2.0
95.0,3.0
97.0,3.0
99.0,2.0
100.0,2.0
