Simulation,Trial
1.0,4.0
5.0,4.0
6.0,3.0
7.0,3.0
8.0,3.0
10.0,4.0
12.0,3.0
15.0,3.0
16.0,4.0
17.0,3.0
19.0,3.0
20.0,4.0
21.0,3.0
22.0,4.0
23.0,4.0
25.0,3.0
26.0,3.0
28.0,4.0
29.0,4.0
30.0,4.0
31.0,4.0
32.0,4.0
33.0,4.0
37.0,4.0
38.0,3.0
39.0,4.0
40.0,4.0
43.0,4.0
46.0,4.0
47.0,4.0
49.0,4.0
50.0,4.0
52.0,4.0
59.0,4.0
60.0,4.0
63.0,4.0
64.0,3.0
65.0,4.0
66.0,3.0
68.0,4.0
69.0,4.0
70.0,4.0
71.0,4.0
72.0,3.0
73.0,3.0
74.0,4.0
75.0,4.0
77.0,4.0
79.0,3.0
80.0,3.0
81.0,4.0
82.0,4.0
83.0,4.0
84.0,4.0
89.0,4.0
90.0,4.0
91.0,3.0
92.0,3.0
93.0,4.0
95.0,4.0
