Simulation,Trial
1.0,4.0
2.0,4.0
3.0,3.0
4.0,4.0
5.0,3.0
6.0,3.0
8.0,4.0
9.0,3.0
12.0,2.0
14.0,3.0
15.0,3.0
16.0,4.0
17.0,3.0
18.0,3.0
20.0,3.0
21.0,3.0
23.0,3.0
24.0,3.0
25.0,2.0
27.0,3.0
28.0,4.0
29.0,4.0
30.0,3.0
31.0,4.0
32.0,3.0
33.0,3.0
34.0,4.0
35.0,4.0
36.0,3.0
37.0,4.0
38.0,3.0
40.0,4.0
41.0,3.0
45.0,4.0
47.0,2.0
49.0,2.0
50.0,3.0
51.0,4.0
52.0,4.0
53.0,3.0
54.0,3.0
56.0,3.0
57.0,3.0
58.0,3.0
60.0,3.0
61.0,3.0
62.0,3.0
63.0,3.0
64.0,4.0
69.0,3.0
70.0,3.0
71.0,3.0
72.0,4.0
73.0,2.0
76.0,4.0
77.0,3.0
80.0,3.0
81.0,4.0
82.0,4.0
83.0,3.0
85.0,3.0
87.0,4.0
92.0,3.0
94.0,3.0
95.0,2.0
99.0,4.0
100.0,2.0
