Simulation,Trial
1.0,4.0
2.0,4.0
3.0,4.0
5.0,3.0
7.0,3.0
9.0,4.0
11.0,3.0
13.0,4.0
15.0,4.0
16.0,3.0
19.0,3.0
20.0,4.0
22.0,4.0
29.0,3.0
30.0,4.0
31.0,4.0
33.0,4.0
35.0,3.0
36.0,3.0
38.0,4.0
41.0,4.0
42.0,4.0
43.0,3.0
44.0,4.0
46.0,4.0
48.0,3.0
49.0,3.0
50.0,3.0
52.0,4.0
57.0,4.0
58.0,4.0
59.0,4.0
60.0,3.0
62.0,4.0
64.0,4.0
65.0,3.0
66.0,3.0
67.0,4.0
68.0,4.0
71.0,3.0
72.0,4.0
73.0,3.0
74.0,3.0
76.0,4.0
78.0,3.0
80.0,4.0
81.0,4.0
82.0,3.0
83.0,4.0
85.0,4.0
88.0,3.0
89.0,4.0
93.0,4.0
96.0,4.0
98.0,3.0
99.0,4.0
100.0,4.0
