Simulation,Trial
2.0,4.0
3.0,4.0
5.0,4.0
6.0,4.0
10.0,4.0
13.0,2.0
14.0,3.0
15.0,4.0
16.0,4.0
17.0,4.0
18.0,4.0
20.0,4.0
21.0,4.0
22.0,2.0
24.0,3.0
27.0,4.0
28.0,4.0
29.0,4.0
31.0,4.0
32.0,4.0
33.0,2.0
34.0,2.0
35.0,4.0
36.0,4.0
37.0,2.0
38.0,3.0
41.0,3.0
42.0,4.0
46.0,4.0
47.0,4.0
50.0,3.0
52.0,2.0
53.0,3.0
54.0,4.0
55.0,2.0
56.0,3.0
57.0,4.0
58.0,4.0
61.0,3.0
63.0,2.0
64.0,4.0
65.0,2.0
66.0,2.0
67.0,3.0
68.0,3.0
69.0,3.0
70.0,4.0
72.0,2.0
75.0,2.0
77.0,3.0
78.0,4.0
79.0,4.0
80.0,3.0
81.0,4.0
83.0,4.0
84.0,4.0
85.0,4.0
86.0,4.0
87.0,4.0
89.0,4.0
90.0,4.0
93.0,4.0
94.0,3.0
95.0,4.0
96.0,3.0
97.0,4.0
98.0,4.0
99.0,2.0
