Simulation,Trial
1.0,4.0
2.0,3.0
5.0,2.0
6.0,4.0
7.0,4.0
9.0,4.0
10.0,2.0
11.0,4.0
13.0,4.0
14.0,2.0
16.0,4.0
17.0,4.0
18.0,3.0
19.0,2.0
20.0,3.0
21.0,2.0
23.0,4.0
26.0,4.0
29.0,2.0
30.0,4.0
31.0,4.0
32.0,2.0
33.0,4.0
35.0,2.0
36.0,4.0
37.0,4.0
38.0,2.0
39.0,2.0
40.0,2.0
42.0,4.0
43.0,4.0
44.0,2.0
45.0,4.0
46.0,4.0
47.0,4.0
48.0,2.0
49.0,3.0
50.0,2.0
51.0,4.0
52.0,4.0
54.0,2.0
55.0,2.0
56.0,2.0
59.0,2.0
64.0,2.0
66.0,3.0
67.0,4.0
70.0,3.0
71.0,4.0
72.0,3.0
75.0,2.0
77.0,4.0
79.0,3.0
80.0,2.0
84.0,2.0
85.0,2.0
86.0,2.0
87.0,4.0
88.0,4.0
90.0,4.0
91.0,4.0
92.0,4.0
94.0,3.0
95.0,2.0
96.0,3.0
97.0,2.0
98.0,3.0
99.0,4.0
100.0,3.0
