Simulation,Trial
2.0,2.0
3.0,2.0
4.0,3.0
5.0,4.0
6.0,3.0
7.0,2.0
9.0,3.0
10.0,3.0
11.0,3.0
12.0,2.0
13.0,3.0
14.0,4.0
15.0,3.0
16.0,2.0
18.0,3.0
19.0,3.0
20.0,4.0
22.0,2.0
23.0,3.0
24.0,4.0
26.0,3.0
27.0,3.0
28.0,3.0
29.0,4.0
30.0,2.0
31.0,3.0
32.0,3.0
33.0,3.0
34.0,4.0
36.0,3.0
37.0,4.0
38.0,3.0
39.0,3.0
40.0,3.0
42.0,2.0
43.0,2.0
44.0,4.0
45.0,4.0
46.0,3.0
47.0,2.0
48.0,4.0
49.0,3.0
50.0,2.0
51.0,4.0
52.0,3.0
53.0,2.0
54.0,2.0
55.0,4.0
56.0,3.0
57.0,3.0
58.0,2.0
59.0,2.0
60.0,3.0
61.0,3.0
62.0,4.0
63.0,3.0
65.0,3.0
66.0,4.0
69.0,2.0
70.0,2.0
71.0,2.0
72.0,3.0
73.0,3.0
75.0,3.0
76.0,4.0
77.0,3.0
78.0,2.0
81.0,3.0
82.0,2.0
83.0,2.0
84.0,4.0
85.0,2.0
86.0,4.0
87.0,2.0
88.0,4.0
90.0,2.0
91.0,3.0
92.0,2.0
93.0,2.0
95.0,3.0
96.0,3.0
97.0,2.0
98.0,4.0
99.0,3.0
100.0,2.0
