Simulation,Trial
1.0,3.0
2.0,3.0
4.0,4.0
5.0,4.0
8.0,4.0
9.0,2.0
10.0,4.0
11.0,2.0
12.0,2.0
13.0,4.0
16.0,4.0
18.0,4.0
20.0,3.0
22.0,4.0
24.0,2.0
25.0,2.0
26.0,2.0
27.0,4.0
28.0,4.0
29.0,4.0
31.0,4.0
32.0,2.0
34.0,2.0
35.0,2.0
36.0,4.0
39.0,4.0
41.0,4.0
42.0,2.0
46.0,3.0
48.0,2.0
54.0,4.0
55.0,4.0
57.0,4.0
58.0,4.0
59.0,4.0
60.0,2.0
62.0,4.0
64.0,2.0
65.0,2.0
66.0,4.0
67.0,2.0
69.0,4.0
71.0,4.0
72.0,2.0
73.0,2.0
74.0,2.0
77.0,2.0
79.0,2.0
81.0,2.0
82.0,4.0
83.0,4.0
85.0,2.0
86.0,2.0
89.0,2.0
90.0,4.0
91.0,2.0
93.0,4.0
94.0,2.0
97.0,4.0
98.0,2.0
100.0,2.0
