Simulation,Trial
1.0,2.0
3.0,2.0
4.0,2.0
5.0,3.0
6.0,2.0
7.0,4.0
8.0,3.0
10.0,3.0
13.0,2.0
14.0,4.0
15.0,3.0
16.0,2.0
17.0,2.0
18.0,4.0
19.0,3.0
21.0,3.0
22.0,3.0
23.0,4.0
24.0,3.0
26.0,2.0
27.0,2.0
28.0,2.0
29.0,4.0
30.0,2.0
31.0,3.0
32.0,4.0
33.0,2.0
34.0,3.0
35.0,3.0
36.0,3.0
37.0,3.0
39.0,4.0
41.0,3.0
42.0,3.0
43.0,4.0
44.0,3.0
45.0,3.0
46.0,2.0
47.0,3.0
48.0,4.0
49.0,3.0
50.0,3.0
51.0,3.0
52.0,3.0
53.0,2.0
54.0,2.0
55.0,2.0
57.0,2.0
58.0,3.0
60.0,4.0
61.0,3.0
64.0,2.0
65.0,3.0
66.0,3.0
67.0,2.0
69.0,2.0
71.0,2.0
72.0,2.0
73.0,4.0
74.0,3.0
75.0,2.0
76.0,3.0
77.0,3.0
78.0,2.0
80.0,3.0
81.0,4.0
82.0,2.0
83.0,3.0
84.0,4.0
85.0,3.0
86.0,3.0
87.0,2.0
88.0,3.0
89.0,2.0
90.0,2.0
91.0,4.0
92.0,3.0
93.0,2.0
95.0,4.0
97.0,4.0
98.0,2.0
99.0,3.0
100.0,4.0
