Simulation,Trial
1.0,2.0
3.0,2.0
4.0,2.0
5.0,2.0
6.0,2.0
7.0,2.0
8.0,3.0
9.0,4.0
10.0,3.0
13.0,4.0
15.0,3.0
18.0,2.0
19.0,3.0
20.0,3.0
21.0,2.0
22.0,4.0
23.0,3.0
24.0,2.0
25.0,3.0
26.0,3.0
27.0,4.0
28.0,3.0
29.0,4.0
30.0,2.0
31.0,3.0
32.0,3.0
33.0,4.0
34.0,3.0
35.0,4.0
36.0,2.0
37.0,2.0
38.0,4.0
39.0,4.0
42.0,2.0
43.0,4.0
45.0,2.0
46.0,3.0
47.0,3.0
49.0,4.0
50.0,3.0
52.0,3.0
53.0,3.0
54.0,3.0
55.0,3.0
56.0,3.0
57.0,3.0
58.0,4.0
59.0,4.0
60.0,3.0
61.0,3.0
62.0,3.0
63.0,3.0
64.0,3.0
65.0,2.0
67.0,3.0
68.0,3.0
69.0,4.0
70.0,3.0
71.0,2.0
74.0,3.0
75.0,2.0
76.0,3.0
77.0,4.0
78.0,3.0
82.0,3.0
84.0,2.0
85.0,2.0
88.0,3.0
89.0,4.0
90.0,4.0
91.0,3.0
92.0,3.0
93.0,4.0
94.0,3.0
95.0,3.0
97.0,2.0
98.0,3.0
99.0,2.0
100.0,3.0
