Simulation,Trial
2.0,2.0
3.0,4.0
4.0,4.0
6.0,4.0
7.0,2.0
8.0,2.0
9.0,2.0
10.0,2.0
11.0,4.0
12.0,2.0
13.0,2.0
14.0,3.0
16.0,2.0
17.0,4.0
19.0,3.0
20.0,2.0
21.0,4.0
22.0,3.0
23.0,2.0
26.0,3.0
27.0,4.0
30.0,3.0
32.0,4.0
35.0,2.0
36.0,2.0
37.0,2.0
38.0,4.0
39.0,2.0
40.0,4.0
41.0,3.0
44.0,2.0
45.0,2.0
47.0,2.0
50.0,4.0
52.0,4.0
54.0,4.0
55.0,4.0
56.0,3.0
58.0,4.0
59.0,4.0
60.0,3.0
62.0,2.0
63.0,4.0
64.0,2.0
65.0,4.0
66.0,3.0
68.0,4.0
69.0,3.0
71.0,2.0
72.0,2.0
73.0,4.0
74.0,3.0
75.0,2.0
76.0,3.0
77.0,4.0
78.0,3.0
79.0,3.0
81.0,2.0
82.0,3.0
83.0,4.0
85.0,4.0
86.0,2.0
88.0,4.0
89.0,4.0
90.0,4.0
91.0,4.0
92.0,4.0
96.0,3.0
97.0,3.0
98.0,2.0
99.0,2.0
100.0,4.0
