Simulation,Trial
1.0,4.0
2.0,4.0
5.0,4.0
6.0,2.0
7.0,3.0
8.0,3.0
10.0,2.0
14.0,4.0
15.0,2.0
16.0,4.0
17.0,2.0
19.0,2.0
27.0,4.0
28.0,4.0
30.0,4.0
32.0,3.0
33.0,2.0
35.0,4.0
37.0,4.0
40.0,4.0
42.0,2.0
43.0,2.0
44.0,3.0
46.0,3.0
49.0,2.0
52.0,2.0
53.0,4.0
55.0,4.0
56.0,4.0
57.0,4.0
58.0,2.0
60.0,2.0
61.0,4.0
63.0,3.0
64.0,3.0
65.0,4.0
66.0,2.0
67.0,2.0
68.0,4.0
69.0,4.0
71.0,2.0
73.0,4.0
74.0,4.0
75.0,4.0
76.0,3.0
78.0,4.0
79.0,2.0
80.0,4.0
83.0,3.0
85.0,4.0
87.0,3.0
88.0,2.0
89.0,4.0
90.0,3.0
91.0,3.0
92.0,2.0
94.0,2.0
96.0,2.0
97.0,2.0
99.0,4.0
100.0,3.0
