Simulation,Trial
1.0,2.0
3.0,3.0
4.0,2.0
5.0,2.0
6.0,2.0
9.0,4.0
10.0,4.0
12.0,2.0
14.0,4.0
15.0,4.0
16.0,3.0
18.0,4.0
20.0,3.0
21.0,2.0
22.0,4.0
24.0,4.0
25.0,2.0
29.0,4.0
30.0,2.0
31.0,2.0
33.0,2.0
35.0,4.0
36.0,2.0
38.0,2.0
39.0,4.0
41.0,2.0
43.0,3.0
48.0,4.0
49.0,4.0
51.0,4.0
52.0,2.0
54.0,4.0
56.0,4.0
58.0,2.0
59.0,2.0
63.0,4.0
65.0,3.0
66.0,4.0
67.0,2.0
68.0,2.0
69.0,2.0
70.0,3.0
72.0,4.0
74.0,4.0
76.0,3.0
77.0,2.0
82.0,2.0
83.0,4.0
84.0,3.0
85.0,4.0
86.0,4.0
88.0,2.0
89.0,2.0
90.0,2.0
91.0,3.0
92.0,3.0
93.0,4.0
94.0,3.0
95.0,3.0
96.0,2.0
98.0,2.0
100.0,3.0
