Simulation,Trial
1.0,3.0
2.0,2.0
3.0,2.0
4.0,4.0
5.0,3.0
6.0,4.0
7.0,4.0
8.0,4.0
9.0,4.0
10.0,2.0
11.0,3.0
12.0,3.0
13.0,3.0
14.0,4.0
16.0,4.0
17.0,4.0
20.0,3.0
24.0,4.0
26.0,4.0
27.0,4.0
29.0,4.0
30.0,4.0
31.0,4.0
34.0,4.0
35.0,3.0
38.0,3.0
39.0,2.0
40.0,2.0
43.0,2.0
44.0,4.0
48.0,2.0
49.0,4.0
50.0,3.0
51.0,3.0
54.0,4.0
55.0,3.0
58.0,3.0
60.0,2.0
61.0,2.0
62.0,3.0
65.0,3.0
69.0,4.0
70.0,3.0
71.0,3.0
72.0,2.0
74.0,4.0
75.0,2.0
76.0,3.0
80.0,4.0
81.0,2.0
82.0,4.0
83.0,3.0
84.0,4.0
86.0,4.0
90.0,4.0
91.0,4.0
92.0,4.0
93.0,3.0
95.0,4.0
96.0,4.0
97.0,3.0
99.0,4.0
