ID,alpha,beta,n_simulation,initial_value,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,mean,median,mode,Q1,Q3
115.0,1.1,0.95,100.0,300,0.0,31.0,6.0,36.0,11.0,5.0,3.0,8.0,0.0,3.94,4.0,4.0,2.0,5.0
115.0,1.1,0.95,100.0,400,0.0,23.0,28.0,21.0,10.0,9.0,4.0,5.0,0.0,3.86,3.0,3.0,3.0,5.0
115.0,1.1,0.95,100.0,500,0.0,25.0,39.0,16.0,12.0,5.0,1.0,2.0,0.0,3.44,3.0,3.0,2.75,4.0
115.0,1.1,0.95,100.0,600,0.0,27.0,38.0,16.0,7.0,7.0,3.0,2.0,0.0,3.46,3.0,3.0,2.0,4.0
115.0,1.1,0.95,100.0,700,0.0,25.0,31.0,19.0,13.0,6.0,2.0,4.0,0.0,3.66,3.0,3.0,2.75,4.25
116.0,1.1,1.0,100.0,200,0.0,25.0,36.0,16.0,15.0,5.0,1.0,2.0,0.0,3.5,3.0,3.0,2.75,4.0
116.0,1.1,1.0,100.0,300,0.0,18.0,53.0,12.0,8.0,3.0,1.0,5.0,0.0,3.48,3.0,3.0,3.0,4.0
116.0,1.1,1.0,100.0,400,0.0,25.0,33.0,19.0,12.0,9.0,0.0,2.0,0.0,3.55,3.0,3.0,2.75,4.0
116.0,1.1,1.0,100.0,500,0.0,18.0,38.0,19.0,11.0,8.0,5.0,1.0,0.0,3.72,3.0,3.0,3.0,4.25
116.0,1.1,1.0,100.0,600,0.0,18.0,40.0,22.0,10.0,3.0,1.0,6.0,0.0,3.67,3.0,3.0,3.0,4.0
116.0,1.1,1.0,100.0,700,0.0,26.0,37.0,22.0,8.0,5.0,1.0,1.0,0.0,3.36,3.0,3.0,2.0,4.0
117.0,1.1,1.05,100.0,200,0.0,31.0,28.0,25.0,9.0,4.0,3.0,0.0,0.0,3.36,3.0,2.0,2.0,4.0
117.0,1.1,1.05,100.0,300,0.0,21.0,36.0,25.0,12.0,1.0,0.0,5.0,0.0,3.56,3.0,3.0,3.0,4.0
117.0,1.1,1.05,100.0,400,0.0,24.0,39.0,19.0,8.0,7.0,2.0,1.0,0.0,3.45,3.0,3.0,3.0,4.0
117.0,1.1,1.05,100.0,500,0.0,24.0,29.0,27.0,12.0,3.0,1.0,4.0,0.0,3.6,3.0,3.0,3.0,4.0
117.0,1.1,1.05,100.0,600,0.0,27.0,28.0,19.0,12.0,5.0,6.0,3.0,0.0,3.7,3.0,3.0,2.0,5.0
117.0,1.1,1.05,100.0,700,0.0,29.0,33.0,20.0,8.0,3.0,5.0,2.0,0.0,3.46,3.0,3.0,2.0,4.0
118.0,1.1,1.15,100.0,200,25.0,37.0,15.0,13.0,6.0,1.0,1.0,2.0,0.0,2.55,2.0,2.0,1.75,3.0
118.0,1.1,1.15,100.0,300,22.0,40.0,20.0,10.0,5.0,2.0,1.0,0.0,0.0,2.46,2.0,2.0,2.0,3.0
118.0,1.1,1.15,100.0,400,25.0,33.0,24.0,10.0,4.0,3.0,0.0,1.0,0.0,2.49,2.0,2.0,1.75,3.0
118.0,1.1,1.15,100.0,500,32.0,34.0,10.0,11.0,6.0,2.0,5.0,0.0,0.0,2.51,2.0,2.0,1.0,3.0
118.0,1.1,1.15,100.0,600,30.0,35.0,16.0,4.0,10.0,3.0,0.0,2.0,0.0,2.48,2.0,2.0,1.0,3.0
118.0,1.1,1.15,100.0,700,23.0,42.0,22.0,5.0,5.0,1.0,1.0,1.0,0.0,2.39,2.0,2.0,2.0,3.0
119.0,1.1,1.2,100.0,200,26.0,45.0,13.0,9.0,6.0,1.0,0.0,0.0,0.0,2.27,2.0,2.0,1.0,3.0
119.0,1.1,1.2,100.0,300,24.0,39.0,21.0,7.0,2.0,4.0,3.0,0.0,0.0,2.48,2.0,2.0,2.0,3.0
119.0,1.1,1.2,100.0,400,33.0,32.0,15.0,10.0,5.0,1.0,2.0,2.0,0.0,2.43,2.0,1.0,1.0,3.0
119.0,1.1,1.2,100.0,500,22.0,38.0,22.0,9.0,4.0,4.0,1.0,0.0,0.0,2.51,2.0,2.0,2.0,3.0
119.0,1.1,1.2,100.0,600,31.0,36.0,17.0,7.0,3.0,4.0,0.0,2.0,0.0,2.37,2.0,2.0,1.0,3.0
119.0,1.1,1.2,100.0,700,38.0,32.0,15.0,11.0,3.0,1.0,0.0,0.0,0.0,2.12,2.0,1.0,1.0,3.0
120.0,1.1,1.25,100.0,200,28.0,35.0,25.0,3.0,6.0,2.0,0.0,1.0,0.0,2.35,2.0,2.0,1.0,3.0
120.0,1.1,1.25,100.0,300,24.0,41.0,13.0,9.0,7.0,3.0,2.0,1.0,0.0,2.56,2.0,2.0,2.0,3.0
120.0,1.1,1.25,100.0,400,26.0,37.0,15.0,11.0,4.0,5.0,2.0,0.0,0.0,2.53,2.0,2.0,1.0,3.0
120.0,1.1,1.25,100.0,500,36.0,39.0,12.0,9.0,2.0,1.0,0.0,1.0,0.0,2.1,2.0,2.0,1.0,2.25
120.0,1.1,1.25,100.0,600,31.0,39.0,15.0,10.0,2.0,1.0,1.0,1.0,0.0,2.25,2.0,2.0,1.0,3.0
120.0,1.1,1.25,100.0,700,31.0,38.0,13.0,10.0,4.0,2.0,1.0,1.0,0.0,2.33,2.0,2.0,1.0,3.0
12.0,0.2,0.35,100.0,200,0.0,33.0,27.0,21.0,9.0,6.0,2.0,2.0,0.0,3.42,3.0,2.0,2.0,4.0
12.0,0.2,0.35,100.0,300,0.0,27.0,41.0,16.0,9.0,6.0,0.0,1.0,0.0,3.3,3.0,3.0,2.0,4.0
12.0,0.2,0.35,100.0,400,0.0,24.0,34.0,17.0,14.0,5.0,3.0,3.0,0.0,3.63,3.0,3.0,3.0,4.25
12.0,0.2,0.35,100.0,500,0.0,31.0,28.0,19.0,14.0,4.0,2.0,2.0,0.0,3.46,3.0,2.0,2.0,4.0
12.0,0.2,0.35,100.0,600,0.0,29.0,39.0,19.0,8.0,4.0,0.0,1.0,0.0,3.23,3.0,3.0,2.0,4.0
12.0,0.2,0.35,100.0,700,0.0,21.0,35.0,25.0,11.0,5.0,2.0,1.0,0.0,3.54,3.0,3.0,3.0,4.0
121.0,1.15,1.0,100.0,200,0.0,25.0,17.0,24.0,14.0,11.0,7.0,2.0,0.0,3.98,4.0,2.0,2.75,5.0
121.0,1.15,1.0,100.0,300,0.0,30.0,20.0,26.0,19.0,3.0,0.0,2.0,0.0,3.53,3.5,2.0,2.0,4.0
121.0,1.15,1.0,100.0,400,0.0,19.0,23.0,23.0,17.0,5.0,5.0,8.0,0.0,4.13,4.0,3.0,3.0,5.0
121.0,1.15,1.0,100.0,500,0.0,21.0,34.0,19.0,16.0,7.0,1.0,2.0,0.0,3.65,3.0,3.0,3.0,5.0
121.0,1.15,1.0,100.0,600,0.0,32.0,33.0,14.0,10.0,8.0,1.0,2.0,0.0,3.4,3.0,3.0,2.0,4.0
121.0,1.15,1.0,100.0,700,0.0,24.0,32.0,25.0,11.0,2.0,4.0,2.0,0.0,3.55,3.0,3.0,3.0,4.0
122.0,1.15,1.05,100.0,200,0.0,29.0,35.0,23.0,5.0,6.0,2.0,0.0,0.0,3.3,3.0,3.0,2.0,4.0
122.0,1.15,1.05,100.0,300,0.0,23.0,34.0,25.0,12.0,2.0,3.0,1.0,0.0,3.49,3.0,3.0,3.0,4.0
122.0,1.15,1.05,100.0,400,0.0,26.0,35.0,19.0,11.0,4.0,3.0,2.0,0.0,3.49,3.0,3.0,2.0,4.0
122.0,1.15,1.05,100.0,500,0.0,23.0,38.0,21.0,11.0,3.0,2.0,2.0,0.0,3.47,3.0,3.0,3.0,4.0
122.0,1.15,1.05,100.0,600,0.0,24.0,34.0,20.0,14.0,4.0,2.0,2.0,0.0,3.54,3.0,3.0,3.0,4.0
122.0,1.15,1.05,100.0,700,0.0,15.0,37.0,32.0,7.0,3.0,2.0,4.0,0.0,3.68,3.0,3.0,3.0,4.0
123.0,1.15,1.1,100.0,200,0.0,26.0,41.0,10.0,15.0,4.0,0.0,4.0,0.0,3.46,3.0,3.0,2.0,4.0
123.0,1.15,1.1,100.0,300,0.0,29.0,30.0,16.0,13.0,5.0,4.0,3.0,0.0,3.59,3.0,3.0,2.0,4.25
123.0,1.15,1.1,100.0,400,0.0,24.0,39.0,21.0,10.0,3.0,1.0,2.0,0.0,3.4,3.0,3.0,3.0,4.0
123.0,1.15,1.1,100.0,500,0.0,26.0,37.0,21.0,9.0,3.0,3.0,1.0,0.0,3.39,3.0,3.0,2.0,4.0
123.0,1.15,1.1,100.0,600,0.0,25.0,38.0,21.0,9.0,1.0,4.0,2.0,0.0,3.43,3.0,3.0,2.75,4.0
123.0,1.15,1.1,100.0,700,0.0,25.0,36.0,17.0,12.0,8.0,2.0,0.0,0.0,3.48,3.0,3.0,2.75,4.0
124.0,1.15,1.2,100.0,200,19.0,43.0,20.0,9.0,2.0,4.0,2.0,1.0,0.0,2.57,2.0,2.0,2.0,3.0
124.0,1.15,1.2,100.0,300,34.0,34.0,13.0,8.0,6.0,2.0,1.0,2.0,0.0,2.38,2.0,1.0,1.0,3.0
124.0,1.15,1.2,100.0,400,23.0,36.0,19.0,11.0,6.0,4.0,1.0,0.0,0.0,2.57,2.0,2.0,2.0,3.0
124.0,1.15,1.2,100.0,500,24.0,36.0,20.0,11.0,5.0,3.0,1.0,0.0,0.0,2.5,2.0,2.0,2.0,3.0
124.0,1.15,1.2,100.0,600,29.0,42.0,12.0,7.0,6.0,1.0,3.0,0.0,0.0,2.34,2.0,2.0,1.0,3.0
124.0,1.15,1.2,100.0,700,22.0,34.0,20.0,13.0,8.0,1.0,1.0,1.0,0.0,2.63,2.0,2.0,2.0,3.0
125.0,1.15,1.25,100.0,200,29.0,34.0,19.0,5.0,8.0,3.0,0.0,2.0,0.0,2.48,2.0,2.0,1.0,3.0
125.0,1.15,1.25,100.0,300,30.0,34.0,19.0,8.0,3.0,3.0,1.0,2.0,0.0,2.43,2.0,2.0,1.0,3.0
125.0,1.15,1.25,100.0,400,18.0,41.0,19.0,8.0,6.0,5.0,2.0,1.0,0.0,2.71,2.0,2.0,2.0,3.0
125.0,1.15,1.25,100.0,500,17.0,39.0,25.0,13.0,4.0,1.0,0.0,1.0,0.0,2.56,2.0,2.0,2.0,3.0
125.0,1.15,1.25,100.0,600,30.0,41.0,15.0,6.0,5.0,2.0,1.0,0.0,0.0,2.25,2.0,2.0,1.0,3.0
125.0,1.15,1.25,100.0,700,28.0,36.0,19.0,9.0,4.0,2.0,1.0,1.0,0.0,2.4,2.0,2.0,1.0,3.0
126.0,1.15,1.3,100.0,200,31.0,30.0,16.0,5.0,9.0,4.0,2.0,3.0,0.0,2.66,2.0,1.0,1.0,3.0
126.0,1.15,1.3,100.0,300,26.0,30.0,23.0,14.0,5.0,0.0,0.0,2.0,0.0,2.52,2.0,2.0,1.0,3.0
126.0,1.15,1.3,100.0,400,32.0,32.0,19.0,7.0,4.0,3.0,1.0,2.0,0.0,2.42,2.0,1.0,1.0,3.0
126.0,1.15,1.3,100.0,500,23.0,34.0,19.0,15.0,6.0,1.0,1.0,1.0,0.0,2.59,2.0,2.0,2.0,3.0
126.0,1.15,1.3,100.0,600,23.0,46.0,21.0,4.0,4.0,1.0,1.0,0.0,0.0,2.27,2.0,2.0,2.0,3.0
126.0,1.15,1.3,100.0,700,26.0,34.0,23.0,10.0,1.0,1.0,3.0,2.0,0.0,2.51,2.0,2.0,1.0,3.0
127.0,1.2,1.05,100.0,200,0.0,23.0,17.0,34.0,10.0,6.0,4.0,6.0,0.0,3.95,4.0,4.0,3.0,5.0
127.0,1.2,1.05,100.0,300,0.0,21.0,38.0,21.0,11.0,6.0,2.0,1.0,0.0,3.53,3.0,3.0,3.0,4.0
127.0,1.2,1.05,100.0,400,0.0,26.0,38.0,21.0,6.0,5.0,1.0,3.0,0.0,3.41,3.0,3.0,2.0,4.0
127.0,1.2,1.05,100.0,500,0.0,23.0,40.0,18.0,9.0,7.0,1.0,2.0,0.0,3.48,3.0,3.0,3.0,4.0
127.0,1.2,1.05,100.0,600,0.0,24.0,37.0,14.0,12.0,7.0,2.0,4.0,0.0,3.63,3.0,3.0,3.0,4.25
127.0,1.2,1.05,100.0,700,0.0,27.0,39.0,14.0,9.0,7.0,1.0,3.0,0.0,3.45,3.0,3.0,2.0,4.0
128.0,1.2,1.1,100.0,200,0.0,26.0,41.0,11.0,6.0,10.0,4.0,2.0,0.0,3.53,3.0,3.0,2.0,4.0
128.0,1.2,1.1,100.0,300,0.0,24.0,38.0,21.0,11.0,1.0,2.0,3.0,0.0,3.45,3.0,3.0,3.0,4.0
128.0,1.2,1.1,100.0,400,0.0,28.0,35.0,19.0,9.0,4.0,2.0,3.0,0.0,3.44,3.0,3.0,2.0,4.0
128.0,1.2,1.1,100.0,500,0.0,27.0,35.0,21.0,7.0,4.0,2.0,4.0,0.0,3.48,3.0,3.0,2.0,4.0
128.0,1.2,1.1,100.0,600,0.0,29.0,37.0,16.0,6.0,6.0,2.0,4.0,0.0,3.45,3.0,3.0,2.0,4.0
128.0,1.2,1.1,100.0,700,0.0,24.0,38.0,25.0,7.0,1.0,2.0,3.0,0.0,3.41,3.0,3.0,3.0,4.0
129.0,1.2,1.15,100.0,200,0.0,20.0,42.0,16.0,11.0,5.0,3.0,3.0,0.0,3.6,3.0,3.0,3.0,4.0
129.0,1.2,1.15,100.0,300,0.0,24.0,40.0,21.0,10.0,2.0,2.0,1.0,0.0,3.36,3.0,3.0,3.0,4.0
129.0,1.2,1.15,100.0,400,0.0,29.0,33.0,20.0,12.0,2.0,1.0,3.0,0.0,3.4,3.0,3.0,2.0,4.0
129.0,1.2,1.15,100.0,500,0.0,19.0,37.0,20.0,10.0,8.0,1.0,5.0,0.0,3.74,3.0,3.0,3.0,4.0
129.0,1.2,1.15,100.0,600,0.0,31.0,27.0,12.0,14.0,10.0,3.0,3.0,0.0,3.66,3.0,2.0,2.0,5.0
129.0,1.2,1.15,100.0,700,0.0,32.0,35.0,19.0,7.0,4.0,0.0,3.0,0.0,3.28,3.0,3.0,2.0,4.0
130.0,1.2,1.25,100.0,200,25.0,38.0,20.0,7.0,4.0,4.0,1.0,1.0,0.0,2.48,2.0,2.0,1.75,3.0
