Simulation,Trial
1.0,3.0
3.0,3.0
6.0,2.0
7.0,4.0
9.0,2.0
10.0,4.0
12.0,2.0
13.0,2.0
14.0,4.0
15.0,3.0
16.0,4.0
17.0,2.0
18.0,3.0
19.0,3.0
20.0,4.0
21.0,3.0
22.0,2.0
23.0,2.0
24.0,2.0
26.0,3.0
27.0,2.0
28.0,3.0
29.0,4.0
30.0,4.0
31.0,2.0
32.0,3.0
33.0,2.0
34.0,3.0
36.0,2.0
38.0,3.0
40.0,3.0
41.0,4.0
43.0,3.0
44.0,3.0
45.0,2.0
46.0,3.0
47.0,3.0
48.0,3.0
49.0,2.0
50.0,2.0
51.0,3.0
53.0,3.0
54.0,2.0
55.0,3.0
57.0,4.0
58.0,2.0
59.0,2.0
60.0,3.0
62.0,2.0
63.0,2.0
64.0,4.0
66.0,2.0
67.0,3.0
71.0,3.0
73.0,3.0
74.0,2.0
75.0,3.0
76.0,4.0
77.0,4.0
78.0,2.0
79.0,3.0
81.0,3.0
83.0,3.0
84.0,4.0
85.0,3.0
86.0,2.0
88.0,4.0
89.0,3.0
90.0,4.0
91.0,4.0
92.0,4.0
95.0,4.0
96.0,3.0
97.0,3.0
98.0,4.0
99.0,3.0
100.0,4.0
