ID,alpha,beta,n_simulation,initial_value,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,mean,median,mode,Q1,Q3
309,0.8,0.7,100,300,0,17,11,41,13,9,5,4,0,4.17,4,4,3,5
310,0.8,0.7,100,400,0,23,14,32,16,6,4,5,0,4,4,4,3,5
311,0.8,0.7,100,500,0,34,10,27,16,7,4,2,0,3.72,4,2,2,5
312,0.8,0.7,100,600,0,22,19,27,12,7,7,6,0,4.08,4,4,3,5
313,0.8,0.7,100,700,0,36,16,21,14,5,3,5,0,3.65,3,2,2,5
314,0.8,0.75,100,200,0,28,32,19,10,5,3,3,0,3.53,3,3,2,4
315,0.8,0.75,100,300,0,27,36,15,10,5,3,4,0,3.55,3,3,2,4
316,0.8,0.75,100,400,0,30,30,17,16,2,2,3,0,3.48,3,2,2,4
317,0.8,0.75,100,500,0,20,40,25,9,4,1,1,0,3.44,3,3,3,4
318,0.8,0.75,100,600,0,19,44,22,9,2,2,2,0,3.45,3,3,3,4
319,0.8,0.75,100,700,0,26,37,17,12,4,3,1,0,3.44,3,3,2,4
320,0.8,0.85,100,200,0,21,42,22,8,3,3,1,0,3.43,3,3,3,4
321,0.8,0.85,100,300,0,26,39,12,15,3,4,1,0,3.46,3,3,2,4
322,0.8,0.85,100,400,0,24,36,20,14,3,0,3,0,3.48,3,3,3,4
323,0.8,0.85,100,500,0,22,36,19,12,4,3,4,0,3.65,3,3,3,4
324,0.8,0.85,100,600,0,24,44,21,7,1,1,2,0,3.28,3,3,3,4
325,0.8,0.85,100,700,0,27,36,11,11,9,3,3,0,3.6,3,3,2,5
326,0.8,0.9,100,200,0,52,19,13,6,6,3,1,0,3.08,2,2,2,4
327,0.8,0.9,100,300,0,51,19,14,7,3,5,1,0,3.11,2,2,2,4
328,0.8,0.9,100,400,0,44,30,10,9,3,1,3,0,3.12,3,2,2,4
329,0.8,0.9,100,500,0,54,23,15,3,2,0,3,0,2.88,2,2,2,3
330,0.8,0.9,100,600,0,52,21,15,6,4,1,1,0,2.96,2,2,2,4
331,0.8,0.9,100,700,0,41,31,12,10,4,0,2,0,3.13,3,2,2,4
332,0.8,0.95,100,200,0,49,18,18,7,5,1,2,0,3.12,3,2,2,4
333,0.8,0.95,100,300,0,46,26,10,9,4,3,2,0,3.16,3,2,2,4
334,0.8,0.95,100,400,0,49,25,9,9,4,2,2,0,3.08,3,2,2,4
335,0.8,0.95,100,500,0,47,22,18,6,3,1,3,0,3.11,3,2,2,4
336,0.8,0.95,100,600,0,54,24,10,4,3,2,3,0,2.96,2,2,2,3
337,0.8,0.95,100,700,0,57,17,11,7,3,1,4,0,3.01,2,2,2,4
338,0.85,0.7,100,200,0,0,24,38,16,11,6,5,0,4.52,4,4,4,5
339,0.85,0.7,100,300,0,0,23,37,27,5,2,6,0,4.44,4,4,4,5
340,0.85,0.7,100,400,0,0,36,40,16,4,0,4,0,4.04,4,4,3,4
341,0.85,0.7,100,500,0,0,24,39,15,15,4,3,0,4.45,4,4,4,5
342,0.85,0.7,100,600,0,16,25,27,13,9,5,5,0,4.09,4,4,3,5
343,0.85,0.7,100,700,0,13,20,28,19,8,6,6,0,4.31,4,4,3,5
344,0.85,0.75,100,200,0,22,6,37,18,9,4,4,0,4.14,4,4,3,5
345,0.85,0.75,100,300,0,31,14,26,16,6,4,3,0,3.76,4,2,2,5
346,0.85,0.75,100,400,0,31,22,25,10,3,6,3,0,3.62,3,2,2,4
347,0.85,0.75,100,500,0,21,24,27,17,4,4,3,0,3.83,4,4,3,5
348,0.85,0.75,100,600,0,22,27,35,9,3,2,2,0,3.58,4,4,3,4
349,0.85,0.75,100,700,0,26,31,22,10,4,1,6,0,3.62,3,3,2,4
350,0.85,0.8,100,200,0,26,32,22,15,2,3,0,0,3.44,3,3,2,4
351,0.85,0.8,100,300,0,21,39,19,10,4,5,2,0,3.6,3,3,3,4
352,0.85,0.8,100,400,0,27,38,17,8,4,4,2,0,3.44,3,3,2,4
353,0.85,0.8,100,500,0,16,48,13,10,7,2,4,0,3.66,3,3,3,4
354,0.85,0.8,100,600,0,20,42,25,6,4,0,3,0,3.44,3,3,3,4
355,0.85,0.8,100,700,0,17,43,23,7,4,3,3,0,3.59,3,3,3,4
356,0.85,0.9,100,200,0,30,35,18,4,7,2,4,0,3.45,3,3,2,4
357,0.85,0.9,100,300,0,38,34,16,6,3,2,1,0,3.12,3,2,2,4
358,0.85,0.9,100,400,0,25,29,23,14,4,4,1,0,3.59,3,3,2.75,4
359,0.85,0.9,100,500,0,23,41,13,9,5,4,5,0,3.64,3,3,3,4
360,0.85,0.9,100,600,0,33,41,15,6,3,2,0,0,3.11,3,3,2,4
361,0.85,0.9,100,700,0,25,44,16,9,5,0,1,0,3.29,3,3,2.75,4
362,0.85,0.95,100,200,0,45,23,16,6,4,4,2,0,3.21,3,2,2,4
363,0.85,0.95,100,300,0,51,25,8,8,4,3,1,0,3.02,2,2,2,3
364,0.85,0.95,100,400,0,47,34,10,4,2,3,0,0,2.89,3,2,2,3
365,0.85,0.95,100,500,0,44,29,16,5,3,3,0,0,3.03,3,2,2,4
366,0.85,0.95,100,600,0,41,26,17,8,3,5,0,0,3.21,3,2,2,4
367,0.85,0.95,100,700,0,51,27,10,5,2,4,1,0,2.96,2,2,2,3
368,0.85,1,100,200,0,52,22,10,7,3,2,4,0,3.09,2,2,2,4
369,0.85,1,100,300,0,51,24,11,6,3,4,1,0,3.02,2,2,2,3.25
370,0.85,1,100,400,0,56,19,12,4,4,3,2,0,2.98,2,2,2,3.25
371,0.85,1,100,500,0,50,23,9,9,2,4,3,0,3.14,2.5,2,2,4
372,0.85,1,100,600,0,47,26,12,6,3,2,4,0,3.14,3,2,2,4
373,0.85,1,100,700,0,55,27,9,3,3,2,1,0,2.82,2,2,2,3
374,0.9,0.75,100,200,0,0,22,39,21,6,11,1,0,4.48,4,4,4,5
375,0.9,0.75,100,300,0,13,20,30,19,9,4,5,0,4.23,4,4,3,5
376,0.9,0.75,100,400,0,14,20,30,18,10,3,5,0,4.19,4,4,3,5
377,0.9,0.75,100,500,0,21,17,28,15,11,3,5,0,4.07,4,4,3,5
378,0.9,0.75,100,600,0,21,20,21,20,6,8,4,0,4.1,4,2,3,5
379,0.9,0.75,100,700,0,21,15,36,11,7,5,5,0,4.03,4,4,3,5
380,0.9,0.8,100,200,0,24,14,32,17,7,3,3,0,3.9,4,4,3,5
381,0.9,0.8,100,300,0,27,23,21,13,9,1,6,0,3.81,3.5,2,2,5
382,0.9,0.8,100,400,0,25,30,25,10,4,3,3,0,3.59,3,3,2.75,4
383,0.9,0.8,100,500,0,32,40,17,4,3,2,2,0,3.2,3,3,2,4
384,0.9,0.8,100,600,0,26,38,16,11,5,1,3,0,3.46,3,3,2,4
385,0.9,0.8,100,700,0,28,34,18,7,8,4,1,0,3.49,3,3,2,4
386,0.9,0.85,100,200,0,21,26,28,18,2,1,4,0,3.73,4,4,3,4.25
387,0.9,0.85,100,300,0,20,41,18,8,7,4,2,0,3.61,3,3,3,4
388,0.9,0.85,100,400,0,21,41,18,7,10,0,3,0,3.56,3,3,3,4
389,0.9,0.85,100,500,0,22,38,20,11,3,6,0,0,3.53,3,3,3,4
390,0.9,0.85,100,600,0,27,41,18,10,3,1,0,0,3.24,3,3,2,4
391,0.9,0.85,100,700,0,22,38,19,8,5,4,4,0,3.64,3,3,3,4
392,0.9,0.95,100,200,0,52,27,10,6,2,2,1,0,2.89,2,2,2,3
393,0.9,0.95,100,300,0,36,38,13,7,3,3,0,0,3.12,3,3,2,4
394,0.9,0.95,100,400,0,41,19,19,8,5,4,4,0,3.45,3,2,2,4
395,0.9,0.95,100,500,0,28,33,21,6,4,3,5,0,3.54,3,3,2,4
396,0.9,0.95,100,600,0,42,37,14,3,2,0,2,0,2.94,3,2,2,3
397,0.9,0.95,100,700,0,22,38,22,11,2,3,2,0,3.5,3,3,3,4
398,0.9,1,100,200,0,56,25,11,5,2,0,1,0,2.76,2,2,2,3
399,0.9,1,100,300,0,47,30,12,6,4,0,1,0,2.94,3,2,2,3
400,0.9,1,100,400,0,43,30,14,4,4,1,4,0,3.15,3,2,2,4
401,0.9,1,100,500,0,45,29,13,6,6,1,0,0,3.02,3,2,2,4
402,0.9,1,100,600,0,46,22,16,8,6,1,1,0,3.13,3,2,2,4
403,0.9,1,100,700,0,56,26,6,6,4,0,2,0,2.84,2,2,2,3
404,0.9,1.05,100,200,0,49,24,12,5,7,2,1,0,3.07,3,2,2,4
405,0.9,1.05,100,300,0,45,26,15,8,4,1,1,0,3.07,3,2,2,4
406,0.9,1.05,100,400,0,57,22,7,6,3,4,1,0,2.92,2,2,2,3
407,0.9,1.05,100,500,0,42,21,21,6,7,2,1,0,3.25,3,2,2,4
408,0.9,1.05,100,600,0,43,26,12,9,5,3,2,0,3.24,3,2,2,4
409,0.9,1.05,100,700,0,55,17,9,11,3,2,3,0,3.08,2,2,2,4
410,0.95,0.8,100,200,0,11,19,28,24,8,7,3,0,4.32,4,4,3,5
411,0.95,0.8,100,300,0,11,9,38,23,11,4,4,0,4.42,4,4,4,5
412,0.95,0.8,100,400,0,30,7,31,16,10,3,3,0,3.9,4,4,2,5
413,0.95,0.8,100,500,0,24,13,26,17,8,5,7,0,4.15,4,4,3,5
414,0.95,0.8,100,600,0,28,21,28,7,9,2,5,0,3.74,4,2,2,4
415,0.95,0.8,100,700,0,19,32,23,11,6,4,5,0,3.85,3,3,3,5
416,0.95,0.85,100,200,0,32,27,20,10,5,4,2,0,3.49,3,2,2,4
417,0.95,0.85,100,300,0,24,31,21,13,6,2,3,0,3.64,3,3,3,4
418,0.95,0.85,100,400,0,26,32,18,12,6,3,3,0,3.61,3,3,2,4
419,0.95,0.85,100,500,0,30,30,19,10,6,2,3,0,3.5,3,2,2,4
420,0.95,0.85,100,600,0,30,40,15,8,3,0,4,0,3.3,3,3,2,4
421,0.95,0.85,100,700,0,19,33,29,7,6,3,3,0,3.69,3,3,3,4
422,0.95,0.9,100,200,0,19,38,20,10,7,4,2,0,3.68,3,3,3,4
423,0.95,0.9,100,300,0,25,43,17,5,7,1,2,0,3.37,3,3,2.75,4
424,0.95,0.9,100,400,0,32,34,16,13,3,0,2,0,3.29,3,3,2,4
425,0.95,0.9,100,500,0,29,37,17,10,3,1,3,0,3.36,3,3,2,4
426,0.95,0.9,100,600,0,16,44,17,12,9,0,2,0,3.62,3,3,3,4
427,0.95,0.9,100,700,0,25,38,20,9,7,0,1,0,3.39,3,3,2.75,4
428,0.95,1,100,200,0,52,23,11,9,1,0,4,0,3,2,2,2,3.25
429,0.95,1,100,300,0,45,24,18,5,2,1,5,0,3.18,3,2,2,4
430,0.95,1,100,400,0,52,21,13,6,6,1,1,0,3,2,2,2,4
431,0.95,1,100,500,0,46,25,12,6,7,1,3,0,3.18,3,2,2,4
432,0.95,1,100,600,0,37,37,18,2,2,1,3,0,3.1,3,2,2,4
433,0.95,1,100,700,0,40,27,18,8,5,1,1,0,3.18,3,2,2,4
434,0.95,1.05,100,200,0,55,20,11,5,2,3,4,0,3.04,2,2,2,3.25
435,0.95,1.05,100,300,0,53,21,13,6,2,2,3,0,3.01,2,2,2,4
436,0.95,1.05,100,400,0,49,31,10,3,4,0,3,0,2.94,3,2,2,3
437,0.95,1.05,100,500,0,47,21,17,6,4,5,0,0,3.14,3,2,2,4
438,0.95,1.05,100,600,0,53,19,13,6,5,2,2,0,3.05,2,2,2,4
439,0.95,1.05,100,700,0,47,22,15,8,1,4,3,0,3.18,3,2,2,4
440,0.95,1.1,100,200,0,57,20,9,8,1,4,1,0,2.92,2,2,2,3
441,0.95,1.1,100,300,0,56,25,9,5,4,1,0,0,2.79,2,2,2,3
442,0.95,1.1,100,400,0,48,23,14,8,1,3,3,0,3.12,3,2,2,4
443,0.95,1.1,100,500,0,53,23,12,5,3,2,2,0,2.96,2,2,2,3
444,0.95,1.1,100,600,0,42,30,11,11,3,2,1,0,3.13,3,2,2,4
445,0.95,1.1,100,700,0,49,25,14,6,4,2,0,0,2.97,3,2,2,4
446,1,0.85,100,200,0,23,16,31,19,5,4,2,0,3.87,4,4,3,5
447,1,0.85,100,300,0,29,11,28,14,10,4,4,0,3.93,4,2,2,5
448,1,0.85,100,400,0,28,8,26,15,8,8,7,0,4.19,4,2,2,5
449,1,0.85,100,500,0,25,16,32,13,9,4,1,0,3.81,4,4,2.75,5
450,1,0.85,100,600,0,24,30,24,12,6,2,2,0,3.6,3,3,3,4
451,1,0.85,100,700,0,23,33,27,6,7,0,4,0,3.57,3,3,3,4
452,1,0.9,100,200,0,16,30,32,10,6,5,1,0,3.79,4,4,3,4
453,1,0.9,100,300,0,25,43,14,8,4,4,2,0,3.43,3,3,2.75,4
454,1,0.9,100,400,0,26,38,10,15,7,0,4,0,3.55,3,3,2,5
455,1,0.9,100,500,0,24,31,19,15,1,0,10,0,3.78,3,3,3,5
456,1,0.9,100,600,0,32,29,18,9,9,1,2,0,3.45,3,2,2,4
457,1,0.9,100,700,0,25,42,12,11,4,1,5,0,3.5,3,3,2.75,4
458,1,0.95,100,200,0,35,30,16,8,5,5,1,0,3.37,3,2,2,4
459,1,0.95,100,300,0,28,31,23,12,2,2,2,0,3.43,3,3,2,4
460,1,0.95,100,400,0,28,27,24,10,8,1,2,0,3.54,3,2,2,4
461,1,0.95,100,500,0,27,45,21,4,2,1,0,0,3.12,3,3,2,4
462,1,0.95,100,600,0,21,43,19,9,3,3,2,0,3.47,3,3,3,4
463,1,0.95,100,700,0,20,43,22,8,5,1,1,0,3.42,3,3,3,4
464,1,1.05,100,200,0,59,20,11,3,2,2,3,0,2.87,2,2,2,3
465,1,1.05,100,300,0,45,27,13,7,6,1,1,0,3.09,3,2,2,4
466,1,1.05,100,400,0,55,18,10,8,6,1,2,0,3.03,2,2,2,4
467,1,1.05,100,500,0,45,28,12,9,1,2,3,0,3.11,3,2,2,4
468,1,1.05,100,600,0,46,27,12,9,2,3,1,0,3.07,3,2,2,4
469,1,1.05,100,700,0,55,26,9,3,3,2,2,0,2.87,2,2,2,3
470,1,1.1,100,200,0,50,25,12,5,5,1,2,0,3.01,2.5,2,2,3.25
471,1,1.1,100,300,0,44,28,12,5,5,3,3,0,3.2,3,2,2,4
472,1,1.1,100,400,0,49,28,14,3,4,0,2,0,2.93,3,2,2,3
473,1,1.1,100,500,0,51,23,13,10,1,1,1,0,2.94,2,2,2,4
474,1,1.1,100,600,0,55,25,11,5,1,2,1,0,2.82,2,2,2,3
475,1,1.1,100,700,0,47,28,9,8,4,2,2,0,3.08,3,2,2,3.25
476,1,1.15,100,200,0,45,24,21,6,2,1,1,0,3.03,3,2,2,4
477,1,1.15,100,300,0,47,29,11,4,4,2,3,0,3.07,3,2,2,3
478,1,1.15,100,400,0,56,24,12,5,2,1,0,0,2.76,2,2,2,3
479,1,1.15,100,500,0,54,27,7,7,1,4,0,0,2.86,2,2,2,3
480,1,1.15,100,600,0,53,20,17,5,3,0,2,0,2.93,2,2,2,4
481,1,1.15,100,700,0,40,27,13,9,7,1,3,0,3.31,3,2,2,4
482,1.05,0.9,100,200,0,27,10,27,17,11,5,3,0,4.02,4,2,2,5
483,1.05,0.9,100,300,0,30,13,25,15,12,3,2,0,3.83,4,2,2,5
484,1.05,0.9,100,400,0,32,24,24,9,7,2,2,0,3.49,3,2,2,4
485,1.05,0.9,100,500,0,23,28,24,16,6,1,2,0,3.65,3,3,3,4.25
486,1.05,0.9,100,600,0,23,37,22,6,5,4,3,0,3.57,3,3,3,4
487,1.05,0.9,100,700,0,29,37,17,8,6,0,3,0,3.37,3,3,2,4
488,1.05,0.95,100,200,0,23,39,21,9,3,2,3,0,3.48,3,3,3,4
489,1.05,0.95,100,300,0,26,34,15,14,7,3,1,0,3.55,3,3,2,4.25
490,1.05,0.95,100,400,0,26,37,17,11,5,2,2,0,3.46,3,3,2,4
491,1.05,0.95,100,500,0,23,43,15,11,3,2,3,0,3.46,3,3,3,4
492,1.05,0.95,100,600,0,29,38,21,6,2,1,3,0,3.29,3,3,2,4
493,1.05,0.95,100,700,0,31,31,22,13,0,3,0,0,3.29,3,2,2,4
494,1.05,1,100,200,0,23,42,19,11,2,2,1,0,3.37,3,3,3,4
495,1.05,1,100,300,0,23,39,16,12,7,1,2,0,3.52,3,3,3,4
496,1.05,1,100,400,0,27,37,19,12,1,3,1,0,3.36,3,3,2,4
497,1.05,1,100,500,0,29,39,18,9,2,1,2,0,3.27,3,3,2,4
498,1.05,1,100,600,0,23,34,20,11,8,2,2,0,3.61,3,3,3,4
499,1.05,1,100,700,0,22,40,20,10,3,1,4,0,3.51,3,3,3,4
500,1.05,1.1,100,200,0,60,11,13,5,5,2,4,0,3.06,2,2,2,4
501,1.05,1.1,100,300,0,51,21,11,11,4,0,2,0,3.04,2,2,2,4
502,1.05,1.1,100,400,0,44,25,18,7,4,1,1,0,3.09,3,2,2,4
503,1.05,1.1,100,500,0,57,27,8,4,1,2,1,0,2.75,2,2,2,3
504,1.05,1.1,100,600,0,51,27,10,7,3,2,0,0,2.9,2,2,2,3
505,1.05,1.1,100,700,0,48,31,10,7,3,0,1,0,2.9,3,2,2,3
506,1.05,1.15,100,200,0,56,19,16,7,1,1,0,0,2.81,2,2,2,3.25
507,1.05,1.15,100,300,0,51,17,14,7,6,2,3,0,3.18,2,2,2,4
508,1.05,1.15,100,400,0,44,23,14,11,3,2,3,0,3.24,3,2,2,4
509,1.05,1.15,100,500,0,49,28,11,8,3,0,1,0,2.92,3,2,2,3
510,1.05,1.15,100,600,0,46,24,14,9,3,1,3,0,3.14,3,2,2,4
511,1.05,1.15,100,700,0,49,23,19,7,2,0,0,0,2.9,3,2,2,4
512,1.05,1.2,100,200,0,54,20,11,7,4,3,1,0,3,2,2,2,4
513,1.05,1.2,100,300,0,52,21,17,5,3,2,0,0,2.92,2,2,2,4
514,1.05,1.2,100,400,0,53,25,10,7,3,1,1,0,2.89,2,2,2,3
515,1.05,1.2,100,500,0,51,19,13,7,6,1,3,0,3.13,2,2,2,4
516,1.05,1.2,100,600,0,51,27,12,5,3,1,1,0,2.89,2,2,2,3
517,1.05,1.2,100,700,0,49,31,11,4,3,0,2,0,2.89,3,2,2,3
518,1.1,0.95,100,200,0,31,17,28,8,9,3,4,0,3.72,4,2,2,4
519,1.1,0.95,100,300,0,22,29,25,10,5,5,4,0,3.78,3,3,3,4
520,1.1,0.95,100,400,0,31,20,21,14,7,5,2,0,3.69,3,2,2,5
521,1.1,0.95,100,500,0,25,38,18,9,7,2,1,0,3.45,3,3,2.75,4
522,1.1,0.95,100,600,0,23,38,15,10,7,4,3,0,3.64,3,3,3,4
523,1.1,0.95,100,700,0,25,39,19,4,6,4,3,0,3.51,3,3,2.75,4
524,1.1,1,100,200,0,26,40,15,13,3,1,2,0,3.38,3,3,2,4
525,1.1,1,100,300,0,22,40,16,10,5,4,3,0,3.6,3,3,3,4
526,1.1,1,100,400,0,22,41,15,14,6,1,1,0,3.48,3,3,3,4
527,1.1,1,100,500,0,18,45,21,6,6,2,2,0,3.51,3,3,3,4
528,1.1,1,100,600,0,22,37,27,5,5,2,2,0,3.48,3,3,3,4
529,1.1,1,100,700,0,28,40,14,9,3,4,2,0,3.39,3,3,2,4
530,1.1,1.05,100,200,0,24,41,15,10,7,0,3,0,3.47,3,3,3,4
531,1.1,1.05,100,300,0,24,39,21,6,6,2,2,0,3.45,3,3,3,4
532,1.1,1.05,100,400,0,24,40,19,7,6,2,2,0,3.45,3,3,3,4
533,1.1,1.05,100,500,0,16,42,21,7,10,1,3,0,3.68,3,3,3,4
534,1.1,1.05,100,600,0,25,45,16,2,3,6,3,0,3.43,3,3,2.75,4
535,1.1,1.05,100,700,0,22,32,25,10,6,2,3,0,3.64,3,3,3,4
536,1.1,1.15,100,200,0,47,22,19,6,4,1,1,0,3.05,3,2,2,4
537,1.1,1.15,100,300,0,43,25,13,7,7,2,3,0,3.28,3,2,2,4
538,1.1,1.15,100,400,0,51,30,9,4,4,1,1,0,2.87,2,2,2,3
539,1.1,1.15,100,500,0,52,23,11,7,3,3,1,0,2.99,2,2,2,3.25
540,1.1,1.15,100,600,0,48,29,9,6,5,2,1,0,3.01,3,2,2,3
541,1.1,1.15,100,700,0,53,22,16,4,3,1,1,0,2.89,2,2,2,3.25
542,1.1,1.2,100,200,0,45,29,15,4,4,3,0,0,3.02,3,2,2,4
543,1.1,1.2,100,300,0,49,27,11,4,7,1,1,0,3,3,2,2,3
544,1.1,1.2,100,400,0,50,20,13,8,3,3,3,0,3.15,2.5,2,2,4
545,1.1,1.2,100,500,0,44,28,15,9,3,0,1,0,3.03,3,2,2,4
546,1.1,1.2,100,600,0,57,22,11,5,4,1,0,0,2.8,2,2,2,3
547,1.1,1.2,100,700,0,47,24,11,8,2,6,2,0,3.2,3,2,2,4
548,1.1,1.25,100,200,27,37,13,9,4,4,3,3,0,2.65,2,2,1,3
549,1.1,1.25,100,300,0,43,26,19,8,0,3,1,0,3.09,3,2,2,4
550,1.1,1.25,100,400,0,56,21,9,9,2,0,3,0,2.92,2,2,2,3
551,1.1,1.25,100,500,0,51,24,10,5,8,1,1,0,3.02,2,2,2,3.25
552,1.1,1.25,100,600,0,50,26,11,7,4,1,1,0,2.96,2.5,2,2,3
553,1.1,1.25,100,700,0,41,29,15,11,3,0,1,0,3.1,3,2,2,4
554,1.15,1,100,200,0,33,11,30,8,8,6,4,0,3.81,4,2,2,5
555,1.15,1,100,300,0,26,34,20,9,4,5,2,0,3.54,3,3,2,4
556,1.15,1,100,400,0,27,39,21,8,1,1,3,0,3.32,3,3,2,4
557,1.15,1,100,500,0,18,41,20,10,6,1,4,0,3.64,3,3,3,4
558,1.15,1,100,600,0,23,40,18,9,5,4,1,0,3.49,3,3,3,4
559,1.15,1,100,700,0,35,33,12,9,5,5,1,0,3.35,3,2,2,4
560,1.15,1.05,100,200,0,24,40,18,8,4,4,2,0,3.48,3,3,3,4
561,1.15,1.05,100,300,0,22,36,23,7,2,4,6,0,3.67,3,3,3,4
562,1.15,1.05,100,400,0,32,35,18,11,3,1,0,0,3.21,3,3,2,4
563,1.15,1.05,100,500,0,28,35,20,8,3,2,4,0,3.45,3,3,2,4
564,1.15,1.05,100,600,0,33,27,21,11,4,3,1,0,3.39,3,2,2,4
565,1.15,1.05,100,700,0,25,32,24,9,6,2,2,0,3.53,3,3,2.75,4
566,1.15,1.1,100,200,0,32,36,13,10,4,1,4,0,3.37,3,3,2,4
567,1.15,1.1,100,300,0,28,38,18,8,5,1,2,0,3.35,3,3,2,4
568,1.15,1.1,100,400,0,26,46,14,5,5,1,3,0,3.32,3,3,2,4
569,1.15,1.1,100,500,0,36,31,19,10,1,2,1,0,3.19,3,2,2,4
570,1.15,1.1,100,600,0,18,42,21,9,6,2,2,0,3.57,3,3,3,4
571,1.15,1.1,100,700,0,32,34,25,6,2,0,1,0,3.16,3,3,2,4
572,1.15,1.2,100,200,0,41,31,14,6,3,3,2,0,3.16,3,2,2,4
573,1.15,1.2,100,300,0,53,24,12,3,2,3,3,0,2.98,2,2,2,3
574,1.15,1.2,100,400,0,54,26,8,7,1,2,2,0,2.89,2,2,2,3
575,1.15,1.2,100,500,0,54,25,11,8,1,1,0,0,2.8,2,2,2,3
576,1.15,1.2,100,600,0,58,14,14,6,4,2,2,0,2.98,2,2,2,4
577,1.15,1.2,100,700,0,49,27,13,8,3,0,0,0,2.89,3,2,2,3
578,1.15,1.25,100,200,0,49,26,13,6,5,0,1,0,2.96,3,2,2,3.25
579,1.15,1.25,100,300,0,49,24,14,7,4,1,1,0,3,3,2,2,4
580,1.15,1.25,100,400,0,55,23,12,6,1,2,1,0,2.85,2,2,2,3
581,1.15,1.25,100,500,0,48,19,13,10,5,2,3,0,3.23,3,2,2,4
582,1.15,1.25,100,600,0,59,20,13,5,3,0,0,0,2.73,2,2,2,3
583,1.15,1.25,100,700,0,45,32,11,8,4,0,0,0,2.94,3,2,2,3
584,1.15,1.3,100,200,28,39,18,6,5,3,1,0,0,2.34,2,2,1,3
585,1.15,1.3,100,300,0,57,20,14,4,3,2,0,0,2.82,2,2,2,3
586,1.15,1.3,100,400,0,57,22,13,3,2,2,1,0,2.81,2,2,2,3
587,1.15,1.3,100,500,0,50,20,16,8,3,2,1,0,3.04,2.5,2,2,4
588,1.15,1.3,100,600,0,44,25,20,5,4,2,0,0,3.06,3,2,2,4
589,1.15,1.3,100,700,0,48,20,18,8,5,1,0,0,3.05,3,2,2,4
590,1.2,1.05,100,200,0,24,22,29,9,7,4,5,0,3.85,4,4,3,4.25
591,1.2,1.05,100,300,0,20,44,18,8,4,5,1,0,3.51,3,3,3,4
592,1.2,1.05,100,400,0,29,35,20,7,5,2,2,0,3.38,3,3,2,4
593,1.2,1.05,100,500,0,18,37,16,15,6,4,4,0,3.82,3,3,3,5
594,1.2,1.05,100,600,0,25,32,19,17,3,1,3,0,3.56,3,3,2.75,4
595,1.2,1.05,100,700,0,32,35,21,8,2,1,1,0,3.2,3,3,2,4
596,1.2,1.1,100,200,0,32,32,26,5,4,0,1,0,3.21,3,2,2,4
597,1.2,1.1,100,300,0,29,32,18,8,6,3,4,0,3.55,3,3,2,4
598,1.2,1.1,100,400,0,18,40,22,10,4,3,3,0,3.63,3,3,3,4
599,1.2,1.1,100,500,0,27,37,15,12,2,4,3,0,3.49,3,3,2,4
600,1.2,1.1,100,600,0,28,32,18,11,6,3,2,0,3.52,3,3,2,4
601,1.2,1.1,100,700,0,32,31,10,17,6,3,1,0,3.47,3,2,2,5
602,1.2,1.15,100,200,0,24,42,15,10,3,0,6,0,3.5,3,3,3,4
603,1.2,1.15,100,300,0,22,37,20,11,4,3,3,0,3.59,3,3,3,4
604,1.2,1.15,100,400,0,22,41,21,8,5,1,2,0,3.44,3,3,3,4
605,1.2,1.15,100,500,0,15,49,22,11,2,0,1,0,3.4,3,3,3,4
606,1.2,1.15,100,600,0,24,31,25,10,6,1,3,0,3.58,3,3,3,4
607,1.2,1.15,100,700,0,28,28,24,8,6,4,2,0,3.56,3,2,2,4
608,1.2,1.25,100,200,0,46,23,20,6,4,1,0,0,3.02,3,2,2,4
609,1.2,1.25,100,300,0,39,28,17,7,3,3,3,0,3.28,3,2,2,4
610,1.2,1.25,100,400,0,47,26,15,7,2,2,1,0,3.01,3,2,2,4
611,1.2,1.25,100,500,0,44,31,15,3,4,2,1,0,3.02,3,2,2,3.25
612,1.2,1.25,100,600,0,49,27,7,8,6,2,1,0,3.05,3,2,2,3
613,1.2,1.25,100,700,0,38,31,12,12,4,1,2,0,3.24,3,2,2,4
614,1.2,1.3,100,200,0,46,25,11,8,7,1,2,0,3.16,3,2,2,4
615,1.2,1.3,100,300,0,52,22,14,8,0,2,2,0,2.96,2,2,2,4
616,1.2,1.3,100,400,0,48,30,10,8,2,0,2,0,2.94,3,2,2,3
617,1.2,1.3,100,500,0,48,24,14,8,4,1,1,0,3.03,3,2,2,4
618,1.2,1.3,100,600,0,49,24,16,7,2,1,1,0,2.96,3,2,2,4
619,1.2,1.3,100,700,0,51,30,12,3,1,0,3,0,2.85,2,2,2,3
620,1.2,1.35,100,200,25,39,11,9,12,1,1,2,0,2.61,2,2,1.75,3.25
621,1.2,1.35,100,300,28,30,24,12,5,0,0,1,0,2.41,2,2,1,3
622,1.2,1.35,100,400,0,58,14,15,7,3,1,2,0,2.94,2,2,2,4
623,1.2,1.35,100,500,0,39,32,16,7,2,3,1,0,3.14,3,2,2,4
624,1.2,1.35,100,600,0,46,30,13,7,2,0,2,0,2.97,3,2,2,3
625,1.2,1.35,100,700,0,56,21,9,9,1,4,0,0,2.9,2,2,2,3
626,1.25,1.1,100,200,0,23,34,14,12,7,6,4,0,3.8,3,3,3,5
