Simulation,Trial
1.0,4.0
2.0,4.0
5.0,4.0
7.0,3.0
8.0,4.0
9.0,4.0
10.0,5.0
12.0,3.0
14.0,3.0
16.0,4.0
17.0,4.0
19.0,4.0
20.0,3.0
24.0,4.0
26.0,3.0
27.0,4.0
28.0,3.0
30.0,4.0
31.0,3.0
33.0,4.0
34.0,3.0
37.0,5.0
38.0,3.0
40.0,3.0
42.0,8.0
43.0,4.0
45.0,5.0
46.0,5.0
49.0,3.0
50.0,5.0
52.0,4.0
53.0,4.0
54.0,4.0
55.0,3.0
56.0,4.0
57.0,6.0
59.0,4.0
61.0,4.0
63.0,6.0
64.0,3.0
66.0,3.0
70.0,4.0
71.0,3.0
72.0,3.0
75.0,4.0
76.0,3.0
77.0,4.0
81.0,6.0
85.0,4.0
86.0,5.0
88.0,3.0
89.0,5.0
90.0,4.0
92.0,4.0
93.0,3.0
94.0,4.0
95.0,4.0
98.0,3.0
99.0,5.0
100.0,3.0
