Simulation,Trial
1.0,3.0
2.0,4.0
3.0,3.0
4.0,3.0
5.0,3.0
6.0,3.0
7.0,4.0
8.0,2.0
9.0,2.0
10.0,2.0
11.0,3.0
12.0,2.0
13.0,3.0
15.0,2.0
17.0,3.0
18.0,2.0
19.0,4.0
20.0,4.0
21.0,2.0
22.0,3.0
23.0,2.0
24.0,2.0
26.0,4.0
27.0,2.0
28.0,4.0
30.0,3.0
32.0,2.0
33.0,4.0
34.0,2.0
35.0,3.0
37.0,3.0
38.0,4.0
39.0,2.0
40.0,3.0
41.0,4.0
44.0,3.0
45.0,4.0
46.0,3.0
48.0,2.0
49.0,3.0
50.0,4.0
51.0,3.0
53.0,3.0
54.0,3.0
55.0,2.0
56.0,3.0
57.0,3.0
58.0,3.0
59.0,2.0
61.0,2.0
63.0,4.0
64.0,3.0
65.0,3.0
66.0,3.0
67.0,2.0
68.0,4.0
69.0,2.0
70.0,3.0
71.0,2.0
72.0,2.0
73.0,4.0
74.0,4.0
76.0,3.0
77.0,2.0
78.0,4.0
80.0,4.0
81.0,2.0
82.0,2.0
84.0,3.0
85.0,3.0
87.0,2.0
88.0,3.0
90.0,4.0
91.0,2.0
92.0,3.0
93.0,3.0
94.0,4.0
95.0,2.0
97.0,3.0
98.0,4.0
100.0,3.0
