Simulation,Trial
1.0,3.0
3.0,4.0
4.0,5.0
5.0,6.0
6.0,6.0
7.0,3.0
9.0,5.0
10.0,3.0
11.0,6.0
13.0,3.0
14.0,5.0
15.0,7.0
16.0,6.0
17.0,7.0
18.0,4.0
19.0,8.0
20.0,4.0
21.0,3.0
22.0,7.0
23.0,5.0
24.0,3.0
25.0,3.0
26.0,3.0
29.0,6.0
30.0,5.0
31.0,7.0
33.0,6.0
34.0,4.0
35.0,5.0
36.0,4.0
37.0,4.0
38.0,5.0
39.0,5.0
40.0,8.0
41.0,3.0
42.0,3.0
43.0,5.0
44.0,4.0
45.0,8.0
46.0,3.0
47.0,6.0
48.0,4.0
49.0,5.0
50.0,5.0
51.0,4.0
52.0,5.0
53.0,5.0
54.0,7.0
55.0,5.0
56.0,6.0
57.0,5.0
58.0,8.0
59.0,5.0
60.0,5.0
61.0,4.0
62.0,3.0
63.0,6.0
64.0,5.0
65.0,3.0
66.0,4.0
67.0,5.0
68.0,5.0
69.0,6.0
70.0,3.0
71.0,4.0
72.0,6.0
73.0,5.0
74.0,5.0
76.0,7.0
77.0,3.0
78.0,3.0
79.0,3.0
80.0,5.0
81.0,3.0
82.0,6.0
83.0,4.0
84.0,5.0
85.0,3.0
86.0,5.0
87.0,3.0
88.0,6.0
89.0,5.0
90.0,4.0
91.0,3.0
92.0,6.0
93.0,3.0
94.0,3.0
95.0,4.0
96.0,3.0
98.0,7.0
99.0,4.0
100.0,3.0
