Simulation,Trial
1.0,2.0
2.0,4.0
3.0,4.0
4.0,4.0
5.0,4.0
7.0,4.0
11.0,3.0
12.0,4.0
13.0,2.0
14.0,4.0
16.0,2.0
17.0,2.0
18.0,4.0
21.0,4.0
22.0,4.0
24.0,2.0
25.0,4.0
26.0,4.0
27.0,3.0
29.0,2.0
30.0,2.0
31.0,2.0
36.0,4.0
37.0,4.0
39.0,4.0
41.0,2.0
42.0,3.0
44.0,4.0
45.0,4.0
47.0,4.0
48.0,2.0
49.0,4.0
51.0,4.0
52.0,4.0
54.0,2.0
55.0,4.0
56.0,2.0
58.0,4.0
59.0,4.0
60.0,2.0
61.0,4.0
63.0,2.0
64.0,4.0
67.0,4.0
68.0,2.0
69.0,4.0
71.0,4.0
74.0,3.0
75.0,2.0
76.0,3.0
77.0,2.0
78.0,4.0
79.0,4.0
80.0,2.0
81.0,3.0
82.0,2.0
85.0,3.0
87.0,2.0
89.0,4.0
90.0,3.0
91.0,4.0
92.0,3.0
94.0,3.0
95.0,4.0
96.0,3.0
98.0,3.0
99.0,4.0
