Simulation,Trial
2.0,6.0
4.0,4.0
5.0,8.0
8.0,4.0
9.0,4.0
11.0,6.0
13.0,8.0
14.0,5.0
16.0,6.0
19.0,5.0
20.0,4.0
21.0,3.0
22.0,6.0
23.0,5.0
24.0,5.0
25.0,4.0
26.0,4.0
27.0,4.0
28.0,6.0
29.0,3.0
31.0,7.0
35.0,4.0
36.0,5.0
45.0,7.0
46.0,3.0
48.0,3.0
49.0,3.0
50.0,3.0
52.0,5.0
55.0,8.0
57.0,5.0
62.0,5.0
64.0,7.0
65.0,4.0
66.0,6.0
68.0,4.0
69.0,5.0
70.0,4.0
71.0,4.0
73.0,6.0
74.0,7.0
75.0,5.0
77.0,3.0
78.0,3.0
79.0,3.0
82.0,4.0
83.0,3.0
84.0,5.0
85.0,3.0
86.0,5.0
89.0,4.0
90.0,3.0
91.0,4.0
94.0,5.0
96.0,4.0
97.0,6.0
98.0,5.0
