Simulation,Trial
1.0,2.0
2.0,4.0
3.0,2.0
5.0,2.0
6.0,2.0
7.0,2.0
8.0,3.0
10.0,2.0
11.0,3.0
12.0,3.0
16.0,3.0
17.0,3.0
18.0,2.0
19.0,2.0
20.0,4.0
21.0,4.0
22.0,3.0
23.0,3.0
25.0,2.0
27.0,4.0
28.0,2.0
29.0,2.0
30.0,3.0
31.0,2.0
32.0,2.0
33.0,3.0
34.0,3.0
35.0,4.0
36.0,4.0
37.0,4.0
39.0,3.0
40.0,3.0
41.0,2.0
43.0,3.0
44.0,4.0
45.0,3.0
46.0,4.0
47.0,4.0
49.0,3.0
50.0,2.0
53.0,4.0
54.0,3.0
58.0,4.0
60.0,4.0
61.0,3.0
63.0,2.0
64.0,3.0
65.0,3.0
66.0,4.0
67.0,3.0
68.0,2.0
69.0,4.0
70.0,4.0
71.0,2.0
72.0,4.0
74.0,3.0
75.0,3.0
76.0,2.0
77.0,2.0
78.0,2.0
79.0,4.0
80.0,3.0
81.0,2.0
83.0,4.0
84.0,3.0
85.0,4.0
89.0,4.0
91.0,2.0
93.0,3.0
95.0,4.0
96.0,3.0
97.0,4.0
98.0,4.0
99.0,2.0
