Simulation,Trial
1.0,4.0
2.0,3.0
3.0,5.0
4.0,6.0
6.0,5.0
8.0,8.0
9.0,3.0
11.0,6.0
12.0,3.0
14.0,3.0
18.0,3.0
19.0,6.0
22.0,3.0
23.0,5.0
26.0,3.0
27.0,3.0
28.0,3.0
29.0,4.0
30.0,4.0
33.0,3.0
36.0,7.0
37.0,3.0
38.0,8.0
39.0,4.0
40.0,6.0
41.0,3.0
42.0,8.0
43.0,3.0
44.0,7.0
46.0,3.0
49.0,4.0
50.0,7.0
51.0,8.0
52.0,5.0
54.0,4.0
55.0,5.0
57.0,6.0
58.0,5.0
59.0,3.0
60.0,3.0
63.0,8.0
64.0,6.0
65.0,5.0
66.0,5.0
67.0,3.0
68.0,5.0
70.0,8.0
71.0,3.0
72.0,7.0
73.0,6.0
74.0,5.0
76.0,8.0
77.0,3.0
78.0,3.0
79.0,3.0
80.0,5.0
82.0,3.0
83.0,5.0
85.0,5.0
89.0,4.0
91.0,7.0
94.0,5.0
95.0,4.0
99.0,3.0
