Simulation,Trial
1.0,4.0
2.0,5.0
3.0,3.0
4.0,5.0
7.0,4.0
8.0,5.0
9.0,6.0
10.0,3.0
11.0,8.0
12.0,4.0
14.0,6.0
15.0,3.0
16.0,5.0
17.0,5.0
18.0,4.0
19.0,3.0
20.0,3.0
21.0,5.0
22.0,3.0
24.0,3.0
25.0,4.0
26.0,5.0
27.0,4.0
28.0,6.0
29.0,5.0
30.0,5.0
31.0,7.0
33.0,6.0
34.0,8.0
35.0,4.0
36.0,7.0
37.0,4.0
38.0,4.0
39.0,6.0
40.0,4.0
41.0,8.0
42.0,5.0
43.0,4.0
44.0,5.0
45.0,3.0
46.0,4.0
47.0,4.0
48.0,3.0
49.0,8.0
50.0,3.0
51.0,5.0
52.0,3.0
53.0,3.0
54.0,8.0
55.0,5.0
56.0,5.0
57.0,4.0
58.0,8.0
60.0,6.0
61.0,5.0
62.0,5.0
64.0,3.0
65.0,5.0
66.0,5.0
68.0,3.0
69.0,4.0
70.0,6.0
71.0,3.0
72.0,7.0
73.0,5.0
74.0,3.0
75.0,5.0
76.0,4.0
77.0,3.0
78.0,5.0
79.0,4.0
80.0,8.0
81.0,6.0
82.0,5.0
83.0,8.0
85.0,8.0
86.0,4.0
87.0,4.0
88.0,5.0
89.0,4.0
90.0,4.0
92.0,4.0
95.0,4.0
96.0,7.0
99.0,3.0
100.0,4.0
