Simulation,Trial
2.0,4.0
3.0,3.0
4.0,3.0
5.0,4.0
6.0,2.0
7.0,4.0
9.0,3.0
10.0,3.0
14.0,2.0
15.0,3.0
17.0,2.0
18.0,3.0
19.0,2.0
20.0,3.0
21.0,4.0
22.0,3.0
23.0,3.0
24.0,3.0
25.0,3.0
26.0,2.0
27.0,3.0
28.0,2.0
29.0,3.0
30.0,3.0
31.0,3.0
32.0,4.0
33.0,3.0
34.0,4.0
35.0,3.0
36.0,3.0
37.0,4.0
38.0,3.0
39.0,3.0
40.0,4.0
42.0,3.0
43.0,4.0
45.0,4.0
46.0,3.0
48.0,2.0
49.0,2.0
50.0,4.0
51.0,3.0
53.0,4.0
54.0,3.0
55.0,2.0
57.0,3.0
58.0,4.0
60.0,3.0
61.0,2.0
62.0,2.0
63.0,2.0
64.0,4.0
65.0,3.0
68.0,4.0
69.0,3.0
70.0,3.0
71.0,2.0
72.0,2.0
73.0,3.0
74.0,3.0
75.0,4.0
76.0,2.0
77.0,3.0
79.0,2.0
80.0,2.0
81.0,3.0
82.0,3.0
83.0,2.0
84.0,3.0
85.0,3.0
87.0,3.0
88.0,4.0
89.0,2.0
90.0,4.0
91.0,3.0
92.0,3.0
93.0,2.0
95.0,3.0
96.0,2.0
97.0,2.0
98.0,4.0
