Simulation,Trial
1.0,4.0
2.0,4.0
3.0,2.0
6.0,2.0
7.0,4.0
10.0,2.0
11.0,3.0
12.0,4.0
14.0,2.0
15.0,2.0
16.0,4.0
18.0,2.0
19.0,2.0
24.0,2.0
25.0,2.0
27.0,4.0
28.0,2.0
29.0,2.0
30.0,2.0
31.0,3.0
32.0,3.0
33.0,4.0
34.0,2.0
36.0,4.0
37.0,3.0
38.0,4.0
39.0,3.0
43.0,4.0
44.0,2.0
46.0,4.0
47.0,4.0
48.0,4.0
49.0,4.0
50.0,2.0
51.0,3.0
52.0,4.0
53.0,4.0
56.0,4.0
57.0,2.0
58.0,4.0
59.0,4.0
60.0,4.0
61.0,4.0
62.0,3.0
65.0,4.0
66.0,2.0
67.0,3.0
68.0,4.0
69.0,3.0
70.0,4.0
72.0,4.0
73.0,2.0
75.0,3.0
77.0,2.0
79.0,2.0
80.0,4.0
84.0,2.0
88.0,3.0
93.0,3.0
95.0,4.0
96.0,4.0
97.0,4.0
98.0,3.0
100.0,4.0
