Simulation,Trial
1.0,4.0
2.0,4.0
3.0,2.0
4.0,4.0
6.0,3.0
7.0,2.0
8.0,3.0
9.0,3.0
10.0,2.0
11.0,3.0
12.0,2.0
16.0,2.0
18.0,3.0
19.0,4.0
20.0,4.0
21.0,2.0
22.0,2.0
23.0,4.0
24.0,2.0
25.0,2.0
28.0,2.0
29.0,3.0
30.0,2.0
31.0,4.0
32.0,4.0
33.0,3.0
34.0,2.0
37.0,2.0
38.0,3.0
39.0,4.0
40.0,3.0
41.0,3.0
42.0,2.0
43.0,3.0
45.0,3.0
47.0,4.0
48.0,2.0
49.0,2.0
51.0,3.0
52.0,4.0
53.0,3.0
55.0,4.0
56.0,2.0
58.0,3.0
60.0,3.0
61.0,4.0
62.0,4.0
63.0,2.0
64.0,2.0
65.0,2.0
66.0,2.0
68.0,4.0
69.0,2.0
70.0,4.0
74.0,4.0
75.0,3.0
76.0,4.0
77.0,3.0
78.0,2.0
79.0,4.0
80.0,2.0
82.0,3.0
83.0,3.0
84.0,2.0
85.0,3.0
87.0,2.0
89.0,2.0
90.0,3.0
91.0,2.0
92.0,2.0
93.0,3.0
96.0,3.0
98.0,2.0
99.0,2.0
100.0,2.0
