Simulation,Trial
1.0,4.0
2.0,2.0
3.0,4.0
4.0,4.0
5.0,4.0
7.0,3.0
8.0,2.0
9.0,2.0
10.0,3.0
11.0,2.0
12.0,4.0
13.0,3.0
14.0,2.0
17.0,3.0
18.0,3.0
19.0,2.0
20.0,2.0
21.0,3.0
23.0,3.0
25.0,3.0
26.0,2.0
27.0,3.0
28.0,3.0
29.0,2.0
30.0,3.0
31.0,2.0
32.0,3.0
33.0,3.0
34.0,4.0
35.0,2.0
36.0,3.0
38.0,2.0
39.0,2.0
40.0,2.0
41.0,4.0
42.0,3.0
43.0,4.0
45.0,2.0
46.0,3.0
47.0,4.0
48.0,4.0
49.0,2.0
51.0,2.0
52.0,3.0
54.0,2.0
55.0,4.0
56.0,2.0
58.0,4.0
59.0,2.0
61.0,2.0
62.0,4.0
63.0,3.0
65.0,2.0
66.0,3.0
67.0,2.0
68.0,3.0
70.0,4.0
71.0,4.0
72.0,2.0
73.0,3.0
74.0,4.0
76.0,3.0
78.0,2.0
79.0,4.0
80.0,3.0
82.0,3.0
83.0,4.0
84.0,2.0
85.0,2.0
86.0,3.0
87.0,3.0
88.0,3.0
91.0,3.0
94.0,4.0
95.0,3.0
96.0,3.0
97.0,2.0
99.0,2.0
100.0,3.0
