Simulation,Trial
1.0,3.0
3.0,3.0
4.0,4.0
5.0,2.0
8.0,3.0
9.0,3.0
11.0,4.0
13.0,4.0
14.0,2.0
16.0,3.0
17.0,4.0
19.0,3.0
20.0,4.0
21.0,3.0
22.0,3.0
24.0,2.0
25.0,4.0
26.0,3.0
27.0,2.0
30.0,3.0
31.0,3.0
32.0,3.0
33.0,3.0
34.0,3.0
35.0,3.0
36.0,3.0
39.0,3.0
40.0,3.0
41.0,3.0
42.0,2.0
43.0,3.0
46.0,3.0
47.0,3.0
48.0,3.0
49.0,3.0
50.0,3.0
51.0,2.0
52.0,2.0
54.0,3.0
55.0,3.0
56.0,4.0
57.0,3.0
58.0,4.0
60.0,2.0
62.0,3.0
63.0,3.0
64.0,2.0
65.0,3.0
66.0,3.0
67.0,2.0
70.0,2.0
71.0,3.0
72.0,2.0
73.0,4.0
74.0,2.0
75.0,3.0
78.0,2.0
79.0,2.0
80.0,4.0
82.0,4.0
83.0,2.0
84.0,3.0
85.0,3.0
86.0,2.0
87.0,4.0
88.0,2.0
89.0,3.0
90.0,4.0
91.0,4.0
92.0,3.0
93.0,2.0
95.0,2.0
96.0,4.0
98.0,2.0
99.0,3.0
100.0,3.0
