Simulation,Trial
1.0,4.0
5.0,4.0
6.0,3.0
7.0,3.0
9.0,3.0
10.0,3.0
11.0,2.0
12.0,2.0
13.0,3.0
14.0,2.0
15.0,2.0
16.0,2.0
17.0,2.0
18.0,4.0
19.0,4.0
20.0,2.0
21.0,2.0
22.0,2.0
23.0,2.0
24.0,2.0
25.0,2.0
26.0,2.0
27.0,2.0
29.0,2.0
30.0,4.0
31.0,2.0
32.0,2.0
33.0,2.0
34.0,3.0
36.0,2.0
37.0,2.0
38.0,2.0
39.0,2.0
40.0,2.0
41.0,3.0
42.0,3.0
43.0,2.0
45.0,3.0
46.0,4.0
47.0,2.0
48.0,3.0
49.0,4.0
50.0,2.0
51.0,2.0
52.0,2.0
53.0,3.0
54.0,4.0
55.0,2.0
57.0,3.0
58.0,3.0
59.0,3.0
60.0,4.0
62.0,3.0
63.0,2.0
64.0,2.0
65.0,2.0
66.0,4.0
68.0,3.0
69.0,3.0
70.0,2.0
71.0,3.0
72.0,2.0
73.0,2.0
75.0,2.0
76.0,2.0
77.0,4.0
78.0,3.0
79.0,4.0
80.0,4.0
81.0,3.0
82.0,3.0
83.0,3.0
84.0,2.0
89.0,2.0
90.0,2.0
91.0,2.0
92.0,3.0
94.0,3.0
96.0,3.0
97.0,2.0
98.0,2.0
99.0,2.0
100.0,2.0
