Simulation,Trial
2.0,3.0
3.0,4.0
5.0,4.0
6.0,4.0
7.0,4.0
8.0,4.0
9.0,4.0
12.0,3.0
13.0,4.0
16.0,3.0
19.0,4.0
20.0,3.0
24.0,3.0
27.0,4.0
29.0,4.0
30.0,4.0
31.0,4.0
34.0,4.0
35.0,3.0
37.0,4.0
41.0,4.0
42.0,3.0
44.0,4.0
45.0,3.0
46.0,4.0
47.0,4.0
48.0,3.0
49.0,4.0
50.0,4.0
51.0,3.0
53.0,4.0
57.0,3.0
58.0,3.0
59.0,4.0
62.0,4.0
64.0,4.0
66.0,4.0
67.0,4.0
68.0,4.0
70.0,3.0
73.0,4.0
74.0,4.0
75.0,3.0
76.0,4.0
77.0,4.0
78.0,4.0
80.0,4.0
81.0,3.0
82.0,4.0
87.0,4.0
88.0,3.0
90.0,3.0
91.0,4.0
92.0,4.0
93.0,3.0
96.0,4.0
99.0,3.0
100.0,4.0
