Simulation,Trial
1.0,1.0
2.0,3.0
3.0,2.0
5.0,2.0
6.0,4.0
7.0,4.0
9.0,2.0
10.0,3.0
11.0,1.0
12.0,1.0
13.0,1.0
15.0,1.0
16.0,2.0
17.0,2.0
18.0,2.0
19.0,4.0
20.0,2.0
21.0,1.0
22.0,4.0
23.0,4.0
24.0,1.0
25.0,2.0
26.0,2.0
27.0,2.0
28.0,2.0
29.0,3.0
31.0,2.0
32.0,4.0
33.0,2.0
34.0,3.0
35.0,1.0
36.0,4.0
37.0,2.0
38.0,2.0
39.0,4.0
40.0,2.0
41.0,1.0
42.0,1.0
45.0,2.0
46.0,1.0
49.0,3.0
50.0,2.0
51.0,2.0
52.0,3.0
53.0,2.0
54.0,2.0
55.0,3.0
56.0,3.0
58.0,2.0
59.0,2.0
60.0,2.0
61.0,3.0
62.0,1.0
63.0,3.0
64.0,3.0
65.0,4.0
67.0,3.0
68.0,2.0
69.0,1.0
70.0,4.0
71.0,2.0
72.0,3.0
73.0,1.0
74.0,1.0
76.0,2.0
77.0,2.0
78.0,2.0
79.0,2.0
80.0,3.0
81.0,2.0
82.0,1.0
83.0,2.0
84.0,1.0
86.0,2.0
87.0,1.0
88.0,2.0
89.0,3.0
90.0,4.0
91.0,2.0
92.0,1.0
93.0,3.0
94.0,3.0
95.0,4.0
97.0,2.0
98.0,2.0
99.0,1.0
100.0,1.0
