Simulation,Trial
2.0,3.0
3.0,3.0
5.0,3.0
6.0,3.0
7.0,3.0
8.0,5.0
10.0,3.0
11.0,6.0
14.0,3.0
15.0,3.0
16.0,8.0
18.0,3.0
19.0,3.0
20.0,4.0
21.0,5.0
22.0,5.0
24.0,5.0
26.0,3.0
27.0,5.0
28.0,3.0
32.0,6.0
33.0,4.0
34.0,5.0
35.0,7.0
39.0,3.0
40.0,5.0
42.0,3.0
44.0,8.0
45.0,3.0
47.0,3.0
49.0,3.0
51.0,7.0
53.0,3.0
55.0,3.0
56.0,5.0
57.0,4.0
58.0,7.0
60.0,3.0
61.0,3.0
62.0,5.0
63.0,6.0
65.0,3.0
67.0,5.0
70.0,3.0
74.0,3.0
76.0,8.0
77.0,8.0
78.0,8.0
79.0,4.0
80.0,3.0
81.0,3.0
82.0,3.0
83.0,4.0
86.0,3.0
90.0,3.0
91.0,3.0
92.0,3.0
93.0,4.0
94.0,4.0
96.0,5.0
97.0,3.0
98.0,7.0
99.0,4.0
100.0,3.0
