Simulation,Trial
1.0,7.0
2.0,6.0
3.0,4.0
6.0,4.0
7.0,4.0
10.0,3.0
11.0,4.0
12.0,7.0
13.0,6.0
15.0,6.0
16.0,3.0
18.0,8.0
20.0,3.0
21.0,5.0
22.0,3.0
24.0,5.0
27.0,4.0
28.0,4.0
29.0,3.0
30.0,3.0
32.0,7.0
33.0,6.0
34.0,7.0
35.0,3.0
36.0,3.0
37.0,5.0
38.0,5.0
39.0,3.0
40.0,3.0
41.0,6.0
43.0,5.0
44.0,3.0
45.0,3.0
46.0,6.0
47.0,3.0
48.0,6.0
49.0,3.0
50.0,4.0
51.0,4.0
52.0,5.0
53.0,3.0
56.0,3.0
59.0,3.0
60.0,3.0
61.0,3.0
63.0,3.0
64.0,6.0
66.0,5.0
67.0,4.0
68.0,3.0
69.0,3.0
70.0,3.0
72.0,4.0
73.0,3.0
74.0,4.0
75.0,4.0
76.0,3.0
79.0,3.0
80.0,3.0
81.0,3.0
82.0,6.0
83.0,7.0
84.0,5.0
85.0,3.0
86.0,3.0
87.0,4.0
89.0,5.0
90.0,5.0
91.0,6.0
92.0,4.0
93.0,4.0
95.0,5.0
96.0,5.0
97.0,5.0
98.0,6.0
99.0,4.0
100.0,4.0
