Simulation,Trial
2.0,4.0
4.0,3.0
7.0,3.0
8.0,4.0
9.0,3.0
10.0,3.0
12.0,3.0
14.0,3.0
16.0,3.0
18.0,3.0
21.0,3.0
22.0,3.0
25.0,3.0
28.0,4.0
30.0,3.0
31.0,3.0
33.0,3.0
34.0,3.0
38.0,4.0
40.0,3.0
41.0,4.0
42.0,3.0
43.0,4.0
46.0,3.0
47.0,4.0
49.0,3.0
50.0,4.0
53.0,4.0
54.0,4.0
55.0,3.0
56.0,3.0
58.0,3.0
63.0,4.0
64.0,4.0
65.0,4.0
66.0,4.0
67.0,3.0
70.0,3.0
71.0,4.0
72.0,3.0
73.0,3.0
76.0,4.0
79.0,4.0
81.0,3.0
82.0,4.0
84.0,3.0
85.0,3.0
86.0,3.0
87.0,3.0
88.0,4.0
89.0,4.0
90.0,3.0
91.0,4.0
93.0,4.0
94.0,4.0
96.0,4.0
99.0,3.0
100.0,4.0
