Simulation,Trial
1.0,3.0
2.0,4.0
4.0,4.0
6.0,4.0
8.0,3.0
11.0,3.0
12.0,4.0
13.0,3.0
14.0,4.0
16.0,4.0
18.0,3.0
21.0,4.0
22.0,3.0
23.0,4.0
24.0,4.0
27.0,4.0
29.0,3.0
30.0,3.0
32.0,4.0
35.0,4.0
38.0,4.0
40.0,3.0
41.0,4.0
42.0,3.0
43.0,4.0
44.0,3.0
45.0,4.0
46.0,3.0
47.0,4.0
48.0,4.0
49.0,4.0
50.0,4.0
51.0,4.0
52.0,3.0
54.0,4.0
55.0,4.0
56.0,3.0
57.0,4.0
58.0,3.0
59.0,3.0
60.0,3.0
61.0,3.0
62.0,4.0
63.0,3.0
64.0,3.0
66.0,3.0
67.0,3.0
68.0,3.0
69.0,4.0
70.0,4.0
71.0,4.0
72.0,4.0
74.0,4.0
75.0,3.0
76.0,4.0
78.0,3.0
79.0,3.0
80.0,4.0
81.0,3.0
82.0,3.0
84.0,3.0
85.0,4.0
86.0,3.0
89.0,4.0
95.0,3.0
99.0,3.0
100.0,4.0
