Simulation,Trial
1.0,2.0
3.0,3.0
4.0,2.0
5.0,3.0
6.0,3.0
7.0,4.0
8.0,2.0
9.0,4.0
10.0,4.0
11.0,3.0
12.0,3.0
13.0,4.0
14.0,2.0
15.0,2.0
17.0,4.0
18.0,4.0
21.0,4.0
23.0,3.0
24.0,3.0
25.0,2.0
26.0,2.0
28.0,2.0
30.0,2.0
31.0,3.0
32.0,3.0
33.0,3.0
35.0,3.0
36.0,4.0
38.0,4.0
39.0,3.0
40.0,2.0
41.0,4.0
42.0,3.0
43.0,2.0
45.0,3.0
46.0,2.0
47.0,4.0
49.0,2.0
50.0,4.0
51.0,2.0
52.0,2.0
53.0,3.0
54.0,3.0
55.0,2.0
56.0,2.0
57.0,3.0
58.0,3.0
59.0,3.0
60.0,4.0
61.0,3.0
62.0,2.0
63.0,2.0
64.0,2.0
65.0,4.0
66.0,2.0
67.0,2.0
68.0,4.0
70.0,4.0
71.0,2.0
72.0,3.0
73.0,3.0
74.0,3.0
75.0,3.0
76.0,3.0
77.0,2.0
78.0,2.0
79.0,3.0
81.0,4.0
83.0,3.0
84.0,2.0
85.0,4.0
86.0,2.0
87.0,4.0
88.0,3.0
89.0,4.0
90.0,4.0
91.0,3.0
93.0,3.0
94.0,4.0
95.0,3.0
96.0,3.0
97.0,2.0
98.0,2.0
99.0,2.0
100.0,4.0
