Simulation,Trial
3.0,3.0
6.0,2.0
7.0,3.0
8.0,4.0
9.0,4.0
12.0,2.0
13.0,2.0
14.0,3.0
15.0,4.0
16.0,2.0
17.0,3.0
18.0,2.0
19.0,2.0
21.0,4.0
22.0,2.0
23.0,3.0
25.0,3.0
26.0,2.0
29.0,4.0
30.0,4.0
31.0,4.0
32.0,2.0
33.0,3.0
34.0,4.0
35.0,3.0
41.0,4.0
42.0,4.0
43.0,3.0
46.0,3.0
47.0,4.0
48.0,2.0
49.0,3.0
50.0,2.0
52.0,2.0
56.0,2.0
59.0,3.0
60.0,2.0
65.0,4.0
67.0,4.0
68.0,2.0
73.0,2.0
74.0,2.0
77.0,4.0
78.0,2.0
80.0,2.0
81.0,2.0
82.0,2.0
84.0,4.0
85.0,3.0
87.0,2.0
91.0,4.0
92.0,4.0
95.0,2.0
96.0,2.0
97.0,2.0
98.0,3.0
100.0,4.0
