Simulation,Trial
2.0,3.0
3.0,2.0
5.0,2.0
8.0,2.0
9.0,2.0
10.0,4.0
12.0,4.0
13.0,3.0
16.0,3.0
18.0,2.0
19.0,4.0
20.0,4.0
21.0,4.0
22.0,2.0
23.0,2.0
24.0,4.0
25.0,2.0
26.0,2.0
27.0,4.0
28.0,4.0
29.0,4.0
30.0,2.0
31.0,4.0
34.0,4.0
35.0,4.0
36.0,3.0
37.0,3.0
38.0,4.0
40.0,3.0
41.0,2.0
43.0,2.0
44.0,4.0
45.0,3.0
46.0,4.0
47.0,2.0
48.0,4.0
50.0,2.0
52.0,4.0
53.0,3.0
54.0,2.0
57.0,3.0
58.0,3.0
59.0,2.0
61.0,4.0
62.0,3.0
63.0,2.0
64.0,2.0
66.0,3.0
67.0,4.0
69.0,4.0
70.0,2.0
71.0,4.0
73.0,3.0
77.0,4.0
78.0,4.0
79.0,4.0
80.0,4.0
83.0,4.0
85.0,2.0
87.0,2.0
91.0,2.0
92.0,2.0
93.0,2.0
94.0,4.0
95.0,2.0
96.0,4.0
97.0,2.0
98.0,3.0
99.0,2.0
100.0,2.0
