Simulation,Trial
2.0,4.0
3.0,4.0
4.0,4.0
5.0,4.0
6.0,2.0
7.0,2.0
8.0,2.0
10.0,3.0
11.0,2.0
14.0,3.0
15.0,4.0
16.0,3.0
17.0,3.0
18.0,3.0
19.0,3.0
21.0,4.0
22.0,4.0
24.0,4.0
25.0,3.0
26.0,2.0
27.0,3.0
29.0,4.0
30.0,2.0
33.0,4.0
35.0,4.0
37.0,2.0
39.0,4.0
40.0,2.0
41.0,2.0
42.0,4.0
43.0,3.0
44.0,2.0
45.0,2.0
46.0,3.0
48.0,4.0
49.0,3.0
50.0,2.0
52.0,4.0
53.0,2.0
54.0,2.0
56.0,4.0
57.0,2.0
59.0,2.0
60.0,3.0
62.0,2.0
64.0,3.0
65.0,4.0
66.0,4.0
67.0,4.0
68.0,4.0
69.0,3.0
70.0,4.0
71.0,4.0
72.0,2.0
73.0,2.0
74.0,2.0
76.0,3.0
78.0,2.0
80.0,2.0
83.0,4.0
84.0,4.0
86.0,4.0
87.0,3.0
88.0,4.0
89.0,2.0
90.0,4.0
91.0,2.0
92.0,4.0
93.0,4.0
94.0,2.0
95.0,4.0
96.0,4.0
97.0,2.0
98.0,4.0
99.0,3.0
100.0,4.0
