Simulation,Trial
2.0,6.0
3.0,5.0
4.0,3.0
6.0,3.0
11.0,8.0
12.0,5.0
14.0,8.0
15.0,3.0
16.0,7.0
18.0,6.0
19.0,3.0
20.0,3.0
21.0,6.0
27.0,6.0
32.0,3.0
33.0,5.0
34.0,5.0
36.0,3.0
38.0,8.0
40.0,4.0
41.0,3.0
42.0,6.0
43.0,3.0
44.0,8.0
46.0,8.0
49.0,7.0
50.0,5.0
51.0,5.0
55.0,6.0
59.0,3.0
60.0,6.0
61.0,4.0
63.0,3.0
64.0,3.0
65.0,4.0
67.0,3.0
68.0,3.0
69.0,4.0
70.0,4.0
71.0,3.0
72.0,3.0
73.0,4.0
75.0,6.0
77.0,4.0
78.0,4.0
79.0,4.0
80.0,8.0
81.0,7.0
84.0,4.0
85.0,3.0
86.0,4.0
87.0,3.0
88.0,4.0
90.0,4.0
91.0,6.0
92.0,3.0
93.0,7.0
94.0,3.0
95.0,8.0
97.0,6.0
98.0,4.0
99.0,4.0
