Simulation,Trial
1.0,4.0
2.0,4.0
3.0,3.0
4.0,2.0
5.0,4.0
6.0,2.0
9.0,3.0
11.0,4.0
12.0,2.0
13.0,4.0
14.0,4.0
15.0,2.0
16.0,4.0
18.0,3.0
19.0,4.0
20.0,4.0
21.0,2.0
22.0,2.0
24.0,2.0
25.0,4.0
28.0,4.0
29.0,2.0
30.0,2.0
31.0,3.0
32.0,2.0
33.0,2.0
34.0,4.0
36.0,2.0
37.0,3.0
38.0,2.0
40.0,4.0
41.0,4.0
42.0,2.0
43.0,2.0
47.0,3.0
48.0,2.0
49.0,4.0
50.0,3.0
52.0,2.0
53.0,2.0
54.0,3.0
56.0,3.0
58.0,4.0
59.0,3.0
60.0,3.0
61.0,4.0
62.0,4.0
63.0,2.0
64.0,4.0
65.0,2.0
66.0,4.0
67.0,4.0
69.0,4.0
70.0,4.0
72.0,2.0
73.0,2.0
74.0,4.0
75.0,4.0
76.0,3.0
77.0,4.0
81.0,4.0
82.0,3.0
83.0,2.0
84.0,4.0
86.0,3.0
87.0,4.0
88.0,2.0
89.0,4.0
90.0,2.0
91.0,3.0
92.0,4.0
93.0,3.0
94.0,4.0
95.0,4.0
96.0,3.0
97.0,2.0
98.0,4.0
99.0,3.0
100.0,4.0
